,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,0.9,1.01,0.69,0.0,0.91,0.89,0.91,1.03,0.98,0.71,0.92,1.0,1.0,0.98,0.89,0.91,0.94,0.66,0.88,0.9
encog-cs.csv,1.23,0.91,0.76,1.0,0.71,0.75,1.01,0.89,0.03,0.74,0.9,0.81,0.63,0.85,0.65,0.94,1.0,0.91,0.94,0.82
extprosys.csv,0.87,0.86,0.06,0.86,0.97,0.87,0.8,0.9,0.9,0.82,0.87,1.0,1.09,1.15,0.95,0.95,1.0,0.83,0.7,0.67
freewrl.csv,0.66,0.72,0.54,0.61,0.6,0.84,0.6,0.75,0.76,0.7,0.81,0.04,0.57,0.51,0.71,0.88,0.93,0.69,0.82,0.93
fulguro.csv,1.0,0.86,0.96,0.97,0.89,0.93,0.92,0.86,0.97,0.88,1.0,0.82,1.22,1.0,0.9,0.98,0.88,0.91,0.95,0.18
geotools.csv,1.05,0.69,0.77,0.75,0.66,0.66,0.72,0.86,0.61,0.69,0.81,0.94,0.49,1.02,0.82,0.84,0.87,0.05,0.69,0.75
ibatisdb.csv,1.01,0.85,0.89,0.89,0.94,0.86,0.84,0.76,0.91,0.85,0.72,0.97,1.27,0.67,0.86,0.0,0.97,0.74,0.96,0.83
intact.csv,1.11,0.58,0.61,0.72,0.64,0.0,0.74,0.78,0.59,0.83,0.92,0.63,0.84,1.03,0.58,0.85,0.92,0.53,0.75,0.92
japano.csv,1.34,1.01,0.58,0.81,0.93,0.82,0.57,0.0,0.84,0.85,1.0,0.88,1.03,0.68,0.86,0.88,0.88,0.84,0.9,0.9
miranda-icq.csv,0.17,0.84,0.89,0.88,0.68,0.72,0.74,0.78,0.76,0.08,0.82,0.96,1.12,0.71,0.68,0.35,0.92,0.61,0.61,0.74
ofbiz.csv,1.02,0.59,0.69,0.66,0.91,0.66,0.63,0.92,0.7,0.78,1.0,1.0,0.34,0.73,0.02,0.43,0.97,0.7,0.63,1.0
opennms.csv,1.01,0.79,0.82,0.82,0.07,0.81,0.61,0.86,0.89,0.86,0.77,0.81,0.69,1.01,0.87,0.93,0.85,0.76,1.0,0.93
papertoolkit.csv,1.0,0.98,0.98,0.96,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.99,0.0,0.99,1.0,1.0,0.96,1.0,1.0
rohxel.csv,0.79,0.78,0.53,0.62,0.78,0.76,0.03,0.6,0.64,0.61,0.71,0.78,1.08,0.55,0.73,0.86,0.61,0.74,0.92,0.72
roolo.csv,1.0,0.89,0.91,0.9,0.88,0.86,0.95,0.83,0.81,1.0,0.05,0.69,1.0,0.67,0.9,0.93,0.91,0.83,0.96,0.91
sevenupdate.csv,0.88,0.0,0.99,1.0,0.84,0.82,0.95,1.0,0.78,1.0,0.87,1.0,1.02,1.0,0.77,0.91,1.0,0.68,0.89,1.0
soar.csv,0.66,0.85,0.93,0.81,0.83,0.87,0.7,0.89,0.72,0.85,0.87,0.66,1.02,0.9,0.74,0.84,0.03,0.71,0.97,0.89
web-cat.csv,0.53,0.56,0.69,0.68,0.68,0.73,0.78,0.63,0.78,0.69,0.71,0.88,0.5,0.75,0.71,0.94,0.99,0.7,0.05,0.92
