,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,1.0,0.9,0.77,1.0,0.75,0.87,0.9,0.76,0.98,0.73,0.95,0.0,0.93,1.0,0.88,1.0,0.06,0.84,0.58,0.73
encog-cs.csv,0.0,0.63,0.34,0.92,0.54,0.47,0.9,0.94,0.97,0.4,0.9,0.81,0.37,0.67,0.59,1.0,1.0,0.86,1.0,0.27
extprosys.csv,1.0,0.78,0.94,0.9,0.89,0.9,0.67,0.86,0.92,0.56,0.9,1.0,0.57,0.33,0.9,0.86,1.0,0.68,0.74,0.55
freewrl.csv,1.0,0.37,0.58,0.47,0.5,0.23,0.41,0.25,0.27,0.35,0.2,0.96,0.43,0.67,0.34,0.17,0.29,0.42,0.21,0.09
fulguro.csv,0.0,0.14,0.04,0.03,0.11,0.07,0.08,0.14,0.03,0.12,0.0,0.22,0.31,0.0,0.11,0.03,0.16,0.09,0.05,0.82
geotools.csv,0.0,0.33,0.26,0.26,0.43,0.5,0.33,0.15,0.53,0.35,0.25,0.07,0.51,0.0,0.19,0.19,0.13,0.95,0.32,0.55
ibatisdb.csv,0.0,0.16,0.11,0.12,0.07,0.17,0.18,0.25,0.09,0.15,0.3,0.04,0.21,0.33,0.15,1.0,0.03,0.27,0.05,0.18
intact.csv,0.0,0.53,0.42,0.43,0.39,1.0,0.28,0.22,0.47,0.19,0.1,0.41,0.16,0.0,0.46,0.17,0.48,0.65,0.26,0.09
japano.csv,0.0,0.86,0.83,0.79,0.61,0.93,0.82,1.0,0.77,0.65,0.75,0.89,0.77,1.0,0.88,0.89,0.35,0.82,0.68,1.0
miranda-icq.csv,1.0,0.33,0.11,0.14,0.75,0.7,0.28,0.3,0.27,0.92,0.3,1.0,0.48,0.33,0.36,0.72,0.94,0.52,0.68,0.27
ofbiz.csv,0.0,0.51,0.42,0.5,0.11,0.5,0.49,0.2,0.38,0.23,0.0,0.0,0.66,0.33,1.0,0.81,0.03,0.33,0.53,0.0
opennms.csv,0.0,0.29,0.19,0.21,0.93,0.2,0.51,0.14,0.11,0.17,0.3,0.22,0.31,0.0,0.13,0.08,0.55,0.29,0.0,0.09
papertoolkit.csv,0.0,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,1.0,0.01,0.0,0.0,0.04,0.0,0.0
rohxel.csv,1.0,0.59,0.68,0.76,0.57,0.77,0.97,0.78,0.67,0.71,0.9,0.44,0.6,1.0,0.81,0.78,0.68,0.94,0.63,0.73
roolo.csv,0.0,0.12,0.09,0.1,0.14,0.17,0.05,0.18,0.21,0.0,0.95,0.44,0.0,0.33,0.12,0.11,0.1,0.2,0.05,0.09
sevenupdate.csv,1.0,1.0,0.96,1.0,0.71,0.87,0.05,0.98,0.7,0.98,0.15,1.0,0.82,0.0,0.86,0.94,1.0,0.39,0.21,1.0
soar.csv,1.0,0.86,0.77,0.8,0.71,0.83,0.56,0.91,0.73,0.94,0.9,0.63,0.82,0.67,0.68,0.94,0.97,0.79,0.89,1.0
web-cat.csv,1.0,0.55,0.51,0.47,0.54,0.4,0.44,0.38,0.23,0.75,0.7,0.89,0.5,0.33,0.49,0.17,0.77,0.71,0.95,0.45
