,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,0.33,0.44,0.5,0.37,0.38,0.37,0.33,0.4,0.36,0.4,0.42,0.0,0.4,0.34,0.39,0.42,0.75,0.42,0.4,0.46
encog-cs.csv,0.42,0.47,0.75,0.38,0.54,0.56,0.39,0.5,0.62,0.64,0.45,0.34,0.64,0.43,0.55,0.44,0.36,0.46,0.33,0.67
extprosys.csv,0.35,0.47,0.75,0.39,0.36,0.38,0.53,0.55,0.38,0.58,0.46,0.33,0.64,0.37,0.4,0.45,0.36,0.55,0.47,0.64
freewrl.csv,0.4,0.55,0.62,0.48,0.6,0.66,0.65,0.81,0.75,0.67,0.89,0.42,0.44,0.56,0.61,0.69,0.5,0.6,0.82,0.81
fulguro.csv,0.89,0.86,0.83,0.67,0.8,0.75,0.67,0.94,0.8,0.89,0.0,0.92,0.98,0.5,0.97,0.93,0.92,0.97,0.75,0.89
geotools.csv,0.65,0.53,0.82,0.76,0.61,0.52,0.62,0.9,0.47,0.88,0.69,0.83,0.42,0.77,0.88,0.81,0.83,0.69,0.89,0.47
ibatisdb.csv,0.92,0.89,0.95,0.92,0.92,0.95,0.89,0.84,0.92,0.94,0.92,0.67,0.93,0.83,0.97,0.78,0.0,0.98,0.8,0.91
intact.csv,0.47,0.39,0.68,0.54,0.78,0.73,0.62,0.66,0.59,0.86,0.89,0.56,0.97,0.71,0.57,0.81,0.41,0.45,0.9,0.92
japano.csv,0.34,0.44,0.47,0.37,0.43,0.38,0.42,0.49,0.4,0.46,0.39,0.33,0.44,0.43,0.4,0.44,0.65,0.47,0.38,0.44
miranda-icq.csv,0.95,0.47,0.92,0.94,0.49,0.46,0.92,0.68,0.73,0.83,0.59,0.34,0.66,0.62,0.54,0.62,0.38,0.5,0.34,0.92
ofbiz.csv,0.76,0.48,0.64,0.46,0.94,0.5,0.52,0.62,0.66,0.97,0.0,0.0,0.45,0.58,0.44,0.48,0.0,0.71,0.43,0.0
opennms.csv,0.92,0.69,0.91,0.88,0.81,0.92,0.54,0.94,0.91,0.89,0.78,0.91,0.62,0.89,0.97,0.95,0.43,0.79,0.0,0.78
papertoolkit.csv,0.75,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.67,0.5,0.0,0.0,0.8,0.0,0.0
rohxel.csv,0.35,0.42,0.5,0.42,0.44,0.41,0.45,0.56,0.42,0.36,0.5,0.64,0.44,0.5,0.44,0.5,0.59,0.44,0.34,0.44
roolo.csv,0.0,0.86,0.89,0.9,0.95,0.9,0.67,0.87,0.97,0.67,0.84,0.64,0.0,0.67,0.98,0.91,0.8,0.92,0.8,0.88
sevenupdate.csv,0.34,0.47,0.47,0.35,0.43,0.4,0.5,0.48,0.46,0.39,0.9,0.33,0.35,0.83,0.43,0.46,0.36,0.59,0.53,0.41
soar.csv,0.43,0.51,0.53,0.39,0.4,0.39,0.57,0.52,0.43,0.44,0.44,0.53,0.47,0.4,0.48,0.45,0.53,0.45,0.34,0.44
web-cat.csv,0.46,0.59,0.64,0.57,0.53,0.6,0.57,0.65,0.97,0.53,0.55,0.36,0.48,0.57,0.53,0.71,0.4,0.53,0.56,0.44
