,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.0,0.5,0.52,0.24,0.04,0.41,0.1,0.16,0.19,0.31,0.76,0.14,0.07,0.4,0.47,0.58,0.67,0.18,0.57,0.31
alpine.csv,0.49,0.32,0.53,0.26,0.09,0.41,0.15,0.19,0.13,0.45,0.95,0.23,0.09,0.4,0.51,0.24,0.9,0.21,0.59,0.42
enzo.csv,0.47,0.4,0.54,0.14,0.09,0.41,0.12,0.13,0.07,0.67,0.91,0.08,0.12,0.39,0.74,0.26,0.92,0.12,0.66,0.48
flylinkdc.csv,0.51,0.52,0.53,0.15,0.08,0.42,0.13,0.14,0.05,0.56,0.98,0.12,0.11,0.5,0.34,0.24,0.84,0.12,0.63,0.72
fw4spl.csv,0.43,0.27,0.54,0.19,0.11,0.4,0.11,0.23,0.06,0.29,0.85,0.07,0.1,0.38,0.88,0.22,0.93,0.22,0.75,0.53
grisbi.csv,0.49,0.33,0.51,0.12,0.09,0.4,0.11,0.13,0.12,0.47,0.98,0.11,0.11,0.39,0.43,0.24,0.79,0.12,0.6,0.52
jcae.csv,0.0,0.61,0.57,0.15,0.36,0.44,0.33,0.19,0.0,0.65,0.93,0.43,0.06,0.6,0.21,0.7,1.0,0.31,0.73,1.0
jcl.csv,0.55,0.38,0.66,0.15,0.08,0.5,0.25,0.14,0.11,0.89,1.0,0.11,0.14,0.42,0.69,0.57,0.85,0.2,0.63,0.49
libarchive.csv,0.47,0.31,0.51,0.16,0.1,0.41,0.11,0.13,0.08,0.49,0.88,0.1,0.09,0.39,0.49,0.3,0.91,0.12,0.59,0.69
mimosa.csv,0.46,0.38,0.56,0.16,0.09,0.4,0.17,0.14,0.15,0.75,0.83,0.09,0.11,0.5,0.71,0.34,0.91,0.18,0.51,0.43
n2cms.csv,0.49,0.36,0.51,0.17,0.11,0.63,0.14,0.33,0.1,0.48,0.96,0.08,0.13,0.56,0.83,0.25,0.86,0.12,0.83,0.42
nabu-library.csv,0.44,0.27,0.39,0.2,0.15,0.36,0.11,0.18,0.18,0.22,0.0,0.08,0.0,0.43,0.78,0.42,0.79,0.19,0.46,0.2
net-snmp.csv,0.59,0.29,0.53,0.17,0.07,0.42,0.1,0.15,0.06,0.45,0.9,0.08,0.1,0.39,0.49,0.26,0.91,0.1,0.66,0.7
ossbuild.csv,0.5,0.49,0.49,0.17,0.11,0.43,0.45,0.12,0.32,0.77,0.85,0.14,0.08,0.52,0.42,0.42,0.86,0.45,0.74,0.45
quickfast.csv,0.45,0.38,0.56,0.14,0.08,0.44,0.11,0.15,0.09,0.58,0.95,0.09,0.18,0.46,0.67,0.34,0.8,0.12,0.84,0.41
tcvp.csv,0.5,0.0,0.67,0.0,0.0,0.3,0.0,0.2,0.0,0.0,1.0,0.0,0.35,0.33,0.68,0.33,1.0,0.0,0.83,0.0
vdsf.csv,0.42,0.25,0.56,0.13,0.22,0.42,0.06,0.07,0.14,0.43,0.82,0.08,0.13,0.38,0.39,0.19,0.81,0.08,0.55,0.4
virtuoso.csv,0.45,0.26,0.5,0.13,0.12,0.41,0.1,0.13,0.08,0.42,0.82,0.08,0.11,0.4,0.52,0.43,0.8,0.12,0.77,0.5
xbrlapi.csv,0.33,0.4,0.67,0.38,0.0,0.43,0.09,0.18,0.0,0.63,0.97,0.38,0.0,1.0,0.24,0.0,1.0,0.06,0.88,0.0
yarp.csv,0.54,0.59,0.44,0.17,0.14,0.41,0.07,0.13,0.0,0.42,1.0,0.09,0.05,0.54,0.49,0.0,0.89,0.1,0.68,0.0
