,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.0,0.19,0.4,0.31,0.02,0.31,0.34,0.35,0.35,0.64,0.43,0.3,0.69,0.97,0.74,0.07,0.28,0.26,0.81,0.16
alpine.csv,0.49,0.73,0.7,0.25,1.0,0.55,0.42,0.31,1.0,1.0,0.07,0.21,0.69,1.0,0.97,0.96,0.04,0.36,1.0,1.0
enzo.csv,0.88,0.47,0.68,0.87,1.0,0.81,0.86,0.98,0.83,0.31,0.43,0.89,0.92,0.66,0.37,0.6,0.28,1.0,0.69,0.66
flylinkdc.csv,0.63,0.24,0.68,0.68,0.97,0.8,0.51,0.65,0.24,0.64,0.07,0.45,0.23,0.45,0.77,0.84,0.36,0.69,0.59,0.15
fw4spl.csv,0.39,0.57,0.28,0.24,0.27,0.54,0.41,0.28,0.61,0.64,0.5,0.63,0.7,0.21,0.04,0.61,0.2,0.27,0.19,0.41
grisbi.csv,0.75,0.69,0.88,0.87,1.0,0.77,0.92,0.98,0.88,0.95,0.07,0.59,0.85,0.97,0.91,0.79,0.96,1.0,0.88,0.53
jcae.csv,0.02,0.11,0.32,0.24,0.02,0.24,0.2,0.32,0.0,0.17,0.14,0.03,0.2,0.11,0.7,0.05,0.0,0.11,0.19,0.0
jcl.csv,0.49,0.15,0.28,0.6,0.88,0.35,0.11,0.47,0.36,0.02,0.0,0.17,0.51,0.18,0.24,0.02,0.16,0.34,0.22,0.41
libarchive.csv,0.65,0.75,0.85,0.59,0.55,0.85,0.94,0.99,0.77,0.88,0.57,0.55,0.85,1.0,0.99,0.67,0.24,1.0,0.94,0.22
mimosa.csv,0.96,0.36,0.62,0.73,1.0,0.91,0.38,0.83,0.83,0.24,0.36,0.68,0.99,0.24,0.41,0.4,0.2,0.45,0.88,0.85
n2cms.csv,0.51,0.51,0.62,0.51,0.38,0.27,0.61,0.02,0.69,0.26,0.14,0.82,0.18,0.11,0.05,0.13,0.56,0.87,0.19,0.88
nabu-library.csv,0.98,0.7,0.42,0.33,0.11,0.47,0.22,0.21,0.27,0.5,0.0,0.83,0.01,0.11,0.27,0.16,0.92,0.25,0.47,0.24
net-snmp.csv,0.35,0.78,0.85,0.4,0.96,0.76,0.7,0.61,0.6,0.83,0.36,0.7,0.95,0.5,0.92,0.61,0.12,0.46,0.62,0.16
ossbuild.csv,0.45,0.18,0.68,0.59,0.19,0.57,0.08,0.49,0.23,0.12,0.14,0.26,0.61,0.42,0.73,0.19,0.12,0.12,0.16,0.4
quickfast.csv,1.0,0.51,0.55,0.81,0.98,0.64,0.89,0.75,0.77,0.45,0.21,0.74,0.45,0.39,0.33,0.31,1.0,1.0,0.22,0.85
tcvp.csv,0.02,0.05,0.02,0.0,0.0,0.09,0.03,0.05,0.02,0.0,0.0,0.01,0.15,0.05,0.26,0.01,0.0,0.02,0.03,0.0
vdsf.csv,0.94,0.81,0.72,0.9,0.11,0.69,0.86,0.39,0.84,0.93,1.0,0.99,0.46,0.79,0.76,0.92,0.96,0.64,0.97,0.99
virtuoso.csv,1.0,0.93,0.78,1.0,0.24,0.91,0.97,0.94,0.41,1.0,1.0,0.99,1.0,0.63,0.99,0.21,1.0,0.95,0.22,0.41
xbrlapi.csv,0.08,0.09,0.38,0.02,0.0,0.36,0.27,0.22,0.0,0.31,0.07,0.04,0.01,0.0,0.72,0.0,0.0,0.29,0.03,0.0
yarp.csv,0.35,0.13,0.75,0.43,0.18,0.61,0.48,0.45,0.0,0.76,0.0,0.28,0.47,0.34,0.76,0.0,0.48,0.64,0.25,0.0
