,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,99.0,393.0,391.5,488.0,99.0,758.0,98.5,0.0,383.0,98.5,1086.0,296.5,98.5
fido.csv,138.0,296.0,122.0,0.0,88.5,474.5,192.0,377.0,771.0,80.5,0.0,98.5,98.5
fleet-simulator.csv,98.5,296.0,292.5,390.5,99.0,758.0,98.5,987.5,383.0,98.5,1208.5,680.5,98.5
fluent-nhibernate.csv,79.5,387.0,96.5,95.5,98.5,189.0,98.5,494.5,383.0,7.5,402.5,98.5,88.5
galaxium.csv,97.5,197.0,91.5,193.0,99.0,277.5,98.5,987.5,383.0,98.5,1278.0,98.5,97.5
itext.csv,95.5,296.0,391.5,95.5,99.0,665.5,98.5,889.0,383.0,98.5,714.0,296.5,98.5
mecat.csv,79.5,89.5,0.0,81.5,98.5,0.0,90.5,193.0,92.5,0.0,293.0,210.5,4.5
mediaportal.csv,89.5,95.5,83.5,87.5,197.0,0.0,98.5,869.5,92.5,86.5,50.5,98.5,98.5
ninject.csv,99.0,650.5,856.0,193.0,99.0,665.5,193.0,2553.5,989.0,96.5,82.5,98.5,97.5
smartgwt.csv,99.0,296.0,391.5,90.5,98.5,665.5,98.5,292.0,430.5,96.5,818.5,296.5,98.5
sqlpower-library.csv,98.5,296.0,391.5,390.5,99.0,758.0,98.5,1184.5,187.0,98.5,1129.0,296.5,98.5
stuproa-cims.csv,79.5,188.0,80.5,87.5,98.5,85.5,32.5,494.0,383.5,0.0,1177.5,197.5,98.5
uface.csv,89.5,392.5,391.5,191.0,99.0,659.5,98.5,692.0,187.0,94.5,903.0,395.5,98.5
