,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,83.0,74.0,0.0,69.0,71.0,117.0,52.0
foursquared.csv,3.0,2.0,70.0,0.0,0.0,117.0,0.0
ifmo-game-1.csv,0.0,74.0,70.0,0.0,1.0,117.0,52.0
jmule.csv,3.0,6.0,19.0,0.0,3.0,36.0,0.0
micomt.csv,17.0,18.0,11.0,2.0,1.0,65.0,4.0
voms.csv,17.0,0.0,70.0,0.0,71.0,117.0,0.0
