,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0
foursquared.csv,0.43,0.33,0.0,0.92,0.15,0.0,0.17
ifmo-game-1.csv,1.0,0.0,0.0,0.21,0.15,0.0,0.0
jmule.csv,0.71,0.56,0.33,0.92,1.0,1.0,0.92
micomt.csv,0.14,0.44,0.67,0.96,0.92,1.0,0.58
voms.csv,0.29,1.0,0.0,0.42,0.0,0.0,0.12
