,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.0,0.02,0.0,0.0,0.0,0.0,0.0
foursquared.csv,0.13,0.11,0.07,0.0,0.02,0.26,0.03
ifmo-game-1.csv,0.0,0.09,0.01,0.13,0.07,0.04,0.0
jmule.csv,0.51,0.32,0.4,0.63,0.97,0.48,0.03
micomt.csv,0.3,0.41,0.32,0.74,0.02,0.7,0.59
voms.csv,0.31,0.0,0.29,0.2,0.0,0.26,0.03
