,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.57,0.15,0.49,0.56,0.63,0.69,0.5,0.55,0.7,0.44,0.37,0.79,0.62,0.62,0.4,0.58,0.55,0.49
bscwweasel.csv,0.51,0.05,0.57,0.3,0.72,0.59,0.54,0.55,0.29,0.3,0.4,0.81,0.35,0.45,0.22,0.53,0.23,0.49
capcode.csv,0.41,0.04,0.63,0.29,0.5,0.51,0.87,0.56,0.49,0.36,0.44,0.4,0.66,0.42,0.48,0.4,0.57,0.63
dspace-gsoc.csv,0.69,0.09,0.47,0.46,0.19,0.39,0.0,0.39,0.4,0.51,0.74,0.13,0.66,0.57,0.21,0.57,0.54,0.17
emite.csv,0.36,0.63,0.26,0.37,0.39,0.74,0.36,0.65,0.36,0.37,0.52,0.24,0.46,0.64,0.7,0.59,0.29,0.68
fbmanager.csv,0.0,0.0,0.0,0.68,0.06,0.59,0.38,0.04,0.0,0.09,0.0,0.24,0.0,0.0,0.22,0.0,0.5,0.0
freenet.csv,0.56,0.36,0.0,0.5,0.24,0.67,0.5,0.69,0.54,0.55,0.54,0.09,0.7,0.17,0.45,0.62,0.64,0.43
geogebra.csv,0.4,0.13,0.29,0.55,0.4,0.72,0.59,0.6,0.46,0.38,0.46,0.61,0.56,0.49,0.12,0.7,0.46,0.65
megameknet.csv,0.66,0.09,0.61,0.54,0.49,0.41,0.34,0.65,0.5,0.45,0.45,0.53,0.69,0.54,0.43,0.59,0.52,0.64
ondex.csv,0.47,0.02,0.29,0.21,0.51,0.22,0.29,0.57,0.37,0.53,0.36,0.31,0.41,0.55,0.38,0.46,0.55,0.65
onotoa.csv,0.31,0.13,0.41,0.31,0.38,0.25,0.45,0.45,0.43,0.7,0.52,0.0,0.44,0.53,0.38,0.3,0.45,0.37
paintown.csv,0.72,0.0,0.53,0.64,0.05,0.27,0.0,0.61,0.47,0.55,0.64,0.26,0.21,0.24,0.51,0.2,0.49,0.09
powerfolder.csv,0.48,0.52,0.19,0.62,0.54,0.77,0.34,0.32,0.29,0.51,0.38,0.98,0.53,0.25,0.12,0.4,0.56,0.3
retromenu.csv,0.04,0.04,0.22,0.49,0.4,0.84,0.29,0.44,0.61,0.05,0.04,0.45,0.43,0.28,0.4,0.59,0.51,0.53
smbopensoft.csv,0.32,0.8,0.43,0.35,0.62,0.38,0.5,0.3,0.66,0.46,0.48,0.52,0.58,0.24,0.5,0.56,0.25,0.63
triplea.csv,0.58,0.47,0.68,0.5,0.42,0.68,0.36,0.62,0.39,0.51,0.52,0.75,0.52,0.21,0.43,0.6,0.2,0.57
tweetsharp.csv,0.44,0.44,0.24,0.11,0.44,0.44,0.29,0.32,0.6,0.36,0.43,0.21,0.4,0.5,0.54,0.36,0.74,0.42
xamj.csv,0.41,0.6,0.43,0.34,0.59,0.38,0.43,0.09,0.46,0.51,0.44,0.77,0.13,0.31,0.52,0.58,0.27,0.68
