,qgo.csv,dynalloy.csv,firebird.csv,nosleepsoftware.csv,yield.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,hydrogen.csv,openmalaria.csv,all-plasm.csv,xmoto.csv
all-plasm.csv,7.0,2.0,0.0,0.0,0.0,1.0,44.0,1.0,9.0,2.0,0.0,1.0
blue-c.csv,3.0,2.0,0.0,0.0,2.0,7.0,16.0,0.0,3.0,1.0,1.0,1.0
cities3d.csv,7.0,2.0,7.0,3.0,8.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0
dynalloy.csv,3.0,0.0,0.0,1.0,6.0,4.0,53.0,3.0,3.0,2.0,1.0,2.0
firebird.csv,0.0,2.0,0.0,1.0,0.0,1.0,22.0,1.0,12.0,2.0,0.0,1.0
hydrogen.csv,1.0,2.0,0.0,7.0,0.0,0.0,27.0,0.0,0.0,2.0,1.0,0.0
nosleepsoftware.csv,3.0,142.0,0.0,0.0,3.0,4.0,40.0,1.0,3.0,3.0,9.0,0.0
openmalaria.csv,0.0,0.0,1.0,4.0,1.0,1.0,9.0,0.0,9.0,0.0,0.0,3.0
popeye-chess.csv,1.0,0.0,0.0,7.0,0.0,0.0,22.0,2.0,32.0,4.0,0.0,0.0
qgo.csv,0.0,0.0,0.0,7.0,0.0,0.0,4.0,1.0,7.0,6.0,5.0,2.0
xmoto.csv,5.0,1.0,0.0,0.0,4.0,13.0,37.0,10.0,21.0,9.0,0.0,0.0
yield.csv,1.0,0.0,3.0,0.0,0.0,5.0,36.0,0.0,13.0,2.0,0.0,0.0
