,qgo.csv,dynalloy.csv,firebird.csv,nosleepsoftware.csv,yield.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,hydrogen.csv,openmalaria.csv,all-plasm.csv,xmoto.csv
all-plasm.csv,0.57,0.47,0.49,0.09,0.06,0.09,0.24,0.08,0.12,0.16,0.0,0.18
blue-c.csv,0.23,0.54,0.43,0.32,0.26,0.55,0.38,0.0,0.69,0.41,0.4,0.27
cities3d.csv,0.66,0.86,0.53,0.06,0.84,0.0,0.0,0.0,0.28,0.65,0.77,0.77
dynalloy.csv,0.34,0.0,0.46,0.51,0.54,0.23,0.49,0.68,0.52,0.55,0.4,0.48
firebird.csv,0.14,0.37,0.01,0.36,0.28,0.16,0.3,0.04,0.28,0.33,0.6,0.2
hydrogen.csv,0.06,0.12,0.13,0.15,0.0,0.02,0.2,0.0,0.0,0.04,0.2,0.05
nosleepsoftware.csv,0.14,0.02,0.23,0.0,0.04,0.18,0.13,0.48,0.03,0.1,0.4,0.11
openmalaria.csv,0.43,0.47,0.42,0.43,0.18,0.16,0.62,0.16,0.32,0.0,0.8,0.25
popeye-chess.csv,0.31,0.26,0.32,0.21,0.16,0.0,0.36,0.32,0.38,0.2,0.53,0.25
qgo.csv,0.03,0.31,0.22,0.17,0.01,0.05,0.46,0.04,0.12,0.24,0.37,0.09
xmoto.csv,0.54,0.65,0.43,0.49,0.25,0.75,0.4,0.68,0.44,0.27,0.83,0.02
yield.csv,0.57,0.59,0.51,0.64,0.01,0.48,0.8,0.4,0.39,0.49,0.87,0.57
