,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.85,0.93,0.19,0.82,0.64,0.9,0.91,0.87,0.69,0.5,0.33,0.63,0.98,0.81,0.75,0.87
customsagetv.csv,0.31,0.22,0.0,0.55,0.55,0.25,0.44,0.0,0.23,0.36,0.23,0.18,0.55,0.14,0.17,0.88
fluidium.csv,0.04,0.03,0.0,0.27,0.0,0.35,0.0,0.04,0.0,0.0,0.0,0.0,0.05,0.76,0.02,0.06
guineu.csv,0.65,0.77,0.07,0.18,0.36,0.55,0.33,0.7,0.38,0.38,0.29,0.68,0.64,1.0,0.59,0.83
inkscape.csv,0.62,0.84,1.0,1.0,0.18,0.15,0.72,0.61,0.77,0.71,0.17,1.0,0.84,1.0,0.97,0.98
mpqc.csv,0.19,0.1,0.0,0.0,0.23,0.55,0.23,0.39,0.31,0.2,0.53,0.29,0.16,0.57,0.2,0.54
nsis.csv,0.62,0.55,0.69,0.27,0.55,0.7,0.74,0.39,0.69,0.64,0.67,0.79,0.66,0.19,0.68,0.75
octave.csv,0.38,0.56,0.1,0.36,0.5,0.25,0.33,0.35,0.15,0.43,0.21,0.42,0.11,0.48,0.29,0.06
owfs.csv,0.85,0.84,0.5,0.64,0.82,0.3,0.88,0.7,0.69,0.93,0.56,0.66,0.82,0.52,0.83,0.65
owlib.csv,0.85,0.7,0.5,0.82,0.68,0.3,0.6,0.65,0.62,0.61,0.44,0.37,0.75,0.29,0.41,0.79
pamguard.csv,0.46,0.47,0.52,0.64,0.59,0.45,0.63,0.7,0.77,0.34,0.21,0.53,0.75,0.1,0.69,0.17
prelude.csv,0.96,0.99,0.81,0.91,0.95,0.7,1.0,0.96,1.0,0.98,0.6,0.89,0.95,0.67,0.93,0.96
robocode.csv,0.96,0.56,0.0,0.55,0.68,0.55,0.84,0.74,0.85,0.62,0.36,0.34,0.82,0.57,0.49,0.63
uwom-server.csv,0.19,0.34,0.02,0.27,0.64,0.35,0.47,0.35,0.69,0.59,0.28,0.53,0.11,0.48,0.25,0.33
zengine.csv,1.0,0.94,0.81,0.73,1.0,1.0,0.98,1.0,0.85,0.95,0.99,0.84,1.0,0.33,0.98,0.94
zildo.csv,0.69,0.83,0.6,0.73,0.45,0.3,0.56,0.35,0.62,0.41,0.22,0.55,0.68,0.29,0.69,0.81
