,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.43,0.17,0.35,0.24,0.17,0.53
nsis.csv,0.35,0.82,0.01,0.1,0.71,0.46
papertoolkit.csv,0.47,0.37,0.1,0.35,0.66,0.41
plearn.csv,0.5,0.73,0.21,0.14,0.72,0.53
qdvdauthor.csv,0.42,0.78,0.07,0.25,0.75,0.43
tango-cs.csv,0.46,0.88,0.25,0.1,0.77,0.53
