,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.11,0.5,0.46,0.35,0.75,0.79,0.35,0.7,0.18,0.06,0.44,0.43,0.83,0.82,0.03
amateur-scrolls.csv,0.17,0.0,0.45,0.52,0.84,0.88,0.7,0.89,0.14,0.03,0.47,1.0,0.88,0.96,0.02
biopax.csv,0.08,0.47,0.28,0.34,0.62,0.78,0.32,0.63,0.13,0.04,0.39,0.37,0.97,0.79,0.03
crux-framework.csv,0.07,0.82,0.2,0.25,1.0,0.89,0.44,1.0,0.0,0.09,0.47,0.0,0.57,1.0,0.18
exl.csv,0.1,0.52,0.31,0.38,0.57,0.82,0.34,0.71,0.09,0.02,0.42,0.55,0.73,0.97,0.03
ikvm.csv,0.05,0.83,0.24,0.21,0.52,0.76,0.32,0.33,0.13,0.01,0.32,0.22,0.65,0.42,0.02
irrlicht.csv,0.08,0.42,0.28,0.3,0.57,0.82,0.31,0.58,0.13,0.0,0.39,0.36,0.78,0.76,0.03
les-indemodables.csv,0.08,0.41,0.27,0.37,0.69,0.81,0.33,0.73,0.15,0.04,0.39,0.59,0.81,0.91,0.03
lportal.csv,0.17,0.67,0.33,0.0,1.0,0.73,0.0,1.0,0.25,0.15,0.46,0.5,1.0,0.86,0.2
ns-3-dev-def-routing.csv,0.11,0.46,0.3,0.42,0.84,0.83,0.37,0.76,0.11,0.05,0.55,0.39,0.87,0.88,0.03
qpe.csv,0.17,0.73,0.33,0.36,0.67,0.82,0.32,0.66,0.29,0.07,0.42,0.33,0.76,1.0,0.04
sigil.csv,0.16,0.44,0.38,0.36,0.84,0.83,0.37,0.82,0.21,0.06,0.46,0.48,0.94,0.86,0.03
ultimairis.csv,0.08,0.41,0.28,0.52,0.7,0.81,0.63,0.8,0.14,0.04,0.46,0.0,0.93,0.83,0.04
unflobtactical.csv,0.16,0.45,0.35,0.35,0.8,0.82,0.34,0.91,0.17,0.05,0.44,0.38,0.9,0.81,0.03
xbg.csv,0.04,0.42,0.2,0.17,0.52,0.7,0.53,0.35,0.32,0.01,0.33,0.26,0.71,0.45,0.0
