,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,keyczar.csv
agilitybook.csv,0.6,0.91,0.99,0.88,0.97,0.96,0.72,0.73
apolloplayer.csv,0.45,0.51,0.41,0.67,0.48,0.39,0.42,0.76
k3d.csv,0.52,0.75,0.91,0.42,0.92,0.71,0.88,0.45
keyczar.csv,0.62,0.0,0.0,0.54,0.95,0.5,0.0,0.42
kowari.csv,0.44,0.76,0.96,0.41,0.54,0.5,0.78,0.46
redshell.csv,0.92,0.97,0.4,0.63,0.55,0.41,0.57,0.74
rtb-team.csv,0.88,0.47,0.86,0.47,0.94,0.83,0.83,0.67
