,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.19,0.93,0.21,0.69,0.0,0.25,0.6,0.0,0.07,0.17,0.0,0.03,0.13
empserver.csv,0.79,0.52,0.71,0.38,1.0,0.93,1.0,0.83,0.37,0.69,0.86,0.84,0.86
emulemorph.csv,0.05,0.0,0.0,0.02,0.0,0.01,0.0,0.67,0.0,0.19,0.0,0.0,0.2
google-web-toolkit.csv,0.86,0.31,0.57,0.31,1.0,0.39,0.6,0.83,0.67,0.28,0.86,0.84,0.69
htmlunit.csv,0.64,0.98,0.71,0.48,1.0,0.56,1.0,0.5,0.47,0.58,0.57,0.5,0.41
jaxen.csv,0.67,0.75,0.71,0.64,1.0,0.63,1.0,0.83,0.87,0.78,0.86,0.68,0.76
jguard.csv,0.64,0.99,0.43,0.57,1.0,0.63,0.8,0.67,0.63,0.69,0.71,0.58,0.47
kowari.csv,0.29,0.15,0.43,0.17,0.0,0.74,0.4,0.67,0.63,0.39,0.71,0.32,0.46
maidsafe-dht.csv,0.33,0.75,0.57,0.26,0.0,0.72,0.4,0.67,0.57,0.81,1.0,0.74,0.33
mimosa.csv,0.76,0.95,0.86,0.76,1.0,0.98,0.8,0.83,0.57,0.92,0.86,0.82,0.72
vdsf.csv,0.88,0.36,0.79,0.79,0.0,0.79,0.2,0.5,0.93,0.94,0.43,0.71,0.7
xbrlapi.csv,0.71,0.0,0.07,0.24,0.0,0.36,0.4,0.83,0.53,0.0,0.14,0.53,0.35
