,scenemonitor.csv,panda3d.csv,jchassis.csv,xcf.csv,coot.csv
coot.csv,0.88,0.43,0.88,0.77,0.3
jchassis.csv,0.0,0.0,0.09,0.0,0.0
panda3d.csv,0.34,0.3,0.65,0.47,0.62
scenemonitor.csv,0.16,0.21,0.08,0.13,0.32
xcf.csv,0.12,0.51,0.71,0.33,0.49
