,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.04,0.72,0.11,0.31,0.19,0.28,0.27,0.29,0.0,0.0,0.0,0.01,0.15,0.14,0.22
chaperon.csv,0.68,0.52,0.12,0.38,0.4,0.23,0.45,0.0,0.67,0.4,0.03,0.71,0.08,0.19,0.55
co-ode-owl-plugins.csv,0.53,0.56,0.63,0.29,0.79,0.51,0.49,0.11,0.05,0.29,0.03,0.62,0.11,0.34,0.15
e-bio-flow.csv,0.25,0.6,0.08,0.48,0.45,0.65,0.44,0.13,0.0,0.2,0.05,0.57,0.27,0.33,0.25
free-evolution.csv,0.67,0.64,0.22,0.41,0.6,0.44,0.54,0.08,0.4,0.54,0.03,0.75,0.0,0.44,0.6
jaxlib.csv,0.22,0.32,0.47,0.17,0.82,0.32,0.43,0.57,0.1,0.34,0.05,0.6,0.06,0.4,0.21
jmonkeyengine.csv,0.82,0.29,0.19,0.51,0.7,0.45,0.55,0.18,0.16,0.34,0.0,0.92,0.19,0.34,0.27
jmule.csv,0.5,0.62,0.3,0.42,0.7,0.51,0.55,0.08,0.05,0.42,0.03,0.74,0.12,0.38,0.83
kaffeine.csv,0.9,0.58,0.2,0.5,0.75,0.52,0.55,0.08,0.18,0.41,0.04,0.97,0.13,0.36,0.63
nodal.csv,0.28,0.14,0.11,0.22,0.62,0.44,0.32,0.0,0.17,0.58,0.0,0.29,0.0,0.14,0.48
ogrehg.csv,0.34,0.53,0.3,0.4,0.56,0.49,0.64,0.07,0.11,0.12,0.0,0.77,0.17,0.38,0.26
onotoa.csv,0.12,0.33,0.62,0.17,0.75,0.39,0.46,0.0,0.0,0.29,0.0,0.3,0.0,0.28,0.0
papertoolkit.csv,0.54,0.43,0.24,0.21,0.46,0.31,0.42,0.1,0.29,0.18,0.03,0.4,0.35,0.25,0.42
