,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.98,0.34,0.9,0.78,0.91,0.81,0.83,0.51,1.0,1.0,1.01,0.99,0.68,0.91,0.88
chaperon.csv,0.48,0.6,1.0,0.65,0.75,0.86,0.67,1.14,0.08,0.63,0.48,0.45,0.75,0.84,0.67
co-ode-owl-plugins.csv,0.64,0.8,0.3,0.75,0.73,0.75,0.71,0.69,1.02,0.76,0.65,0.55,0.71,0.67,0.92
e-bio-flow.csv,0.86,0.62,0.95,0.57,0.76,0.4,0.67,0.56,1.15,0.85,0.32,0.6,0.37,0.74,0.84
free-evolution.csv,0.5,0.74,0.82,0.89,0.73,0.75,0.59,0.98,0.3,0.45,0.62,0.4,1.03,0.52,0.62
jaxlib.csv,0.88,0.8,0.38,0.89,0.72,0.78,0.68,0.06,0.88,0.83,0.34,0.57,0.83,0.58,0.88
jmonkeyengine.csv,0.75,0.92,0.8,0.5,0.74,0.73,0.72,0.53,0.67,0.75,1.06,1.01,0.43,0.88,0.91
jmule.csv,0.68,0.66,0.79,0.87,0.89,0.65,0.62,0.96,1.03,0.66,0.5,0.41,0.56,0.61,0.22
kaffeine.csv,0.19,0.58,0.82,0.61,1.04,0.65,0.76,0.94,0.6,0.78,0.44,0.05,0.67,0.75,0.57
nodal.csv,0.84,0.92,0.91,0.83,0.71,0.64,0.78,1.1,0.76,0.43,1.01,0.83,1.0,0.9,0.65
ogrehg.csv,0.8,0.66,0.61,0.62,0.66,0.76,0.43,0.71,0.8,0.92,1.11,1.07,0.45,0.66,0.86
onotoa.csv,0.94,0.8,0.35,0.89,0.48,0.74,0.7,1.04,1.05,0.79,1.01,0.83,1.01,0.76,1.0
papertoolkit.csv,0.63,0.68,0.71,0.85,0.71,0.81,0.68,0.73,0.75,0.88,0.58,0.75,0.18,0.82,0.71
