,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.65,0.14,0.0,0.6,0.2,0.37,0.33,0.0
apolloplayer.csv,0.4,0.71,0.68,0.42,0.49,0.59,0.71,0.56
k3d.csv,0.41,0.2,0.0,0.55,0.16,0.82,0.0,0.41
kowari.csv,0.54,0.33,0.0,0.2,0.38,0.43,0.73,0.45
redshell.csv,0.21,0.37,0.0,0.64,0.71,0.48,0.44,0.43
rtb-team.csv,0.1,0.49,0.0,0.75,0.15,0.09,0.17,0.64
xreal.csv,0.1,0.2,0.0,0.38,0.27,0.4,0.31,1.0
