,inkscape.csv,novembre.csv,ivef-sdk.csv,yaprm.csv,jaolt.csv,lphant.csv,jstock.csv,pi-qmc.csv,qedo.csv,oorexx.csv,jmule.csv
inkscape.csv,0.0,4.0,2.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,3.0
ivef-sdk.csv,3.0,6.0,0.0,1.0,0.0,5.0,5.0,2.0,0.0,1.0,6.0
jaolt.csv,2.0,1.0,8.0,5.0,0.0,4.0,5.0,15.0,14.0,0.0,5.0
jmule.csv,0.0,9.0,0.0,10.0,0.0,3.0,1.0,0.0,7.0,1.0,0.0
jstock.csv,4.0,4.0,8.0,74.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
lphant.csv,2.0,5.0,1.0,1.0,0.0,0.0,5.0,4.0,42.0,1.0,4.0
novembre.csv,0.0,0.0,0.0,2.0,0.0,2.0,7.0,0.0,36.0,4.0,0.0
oorexx.csv,0.0,7.0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,0.0,5.0
pi-qmc.csv,2.0,2.0,5.0,1.0,0.0,2.0,7.0,0.0,7.0,1.0,1.0
qedo.csv,1.0,54.0,96.0,74.0,3.0,54.0,1.0,77.0,0.0,0.0,1.0
yaprm.csv,1.0,6.0,1.0,0.0,1.0,1.0,2.0,9.0,28.0,0.0,5.0
