,inkscape.csv,novembre.csv,ivef-sdk.csv,yaprm.csv,jaolt.csv,lphant.csv,jstock.csv,pi-qmc.csv,qedo.csv,oorexx.csv,jmule.csv
inkscape.csv,0.44,0.48,0.87,0.39,0.81,0.83,0.88,0.67,0.79,0.71,0.88
ivef-sdk.csv,0.42,0.44,0.61,0.35,0.91,0.83,0.52,0.53,0.75,0.42,0.71
jaolt.csv,0.39,0.38,0.75,0.34,0.4,0.44,0.37,0.53,0.38,0.38,0.52
jmule.csv,0.52,0.46,0.82,0.5,0.39,0.39,0.43,0.7,0.39,0.67,0.5
jstock.csv,0.92,0.88,0.9,0.8,0.92,0.89,0.77,0.8,0.95,0.86,0.57
lphant.csv,0.36,0.42,0.62,0.34,0.46,0.5,0.53,0.47,0.49,0.41,0.58
novembre.csv,0.9,0.71,0.89,0.75,0.87,0.67,0.82,0.88,0.99,0.79,0.5
oorexx.csv,0.38,0.39,0.47,0.43,0.42,0.5,0.38,0.5,0.52,0.47,0.37
pi-qmc.csv,0.45,0.48,0.7,0.86,0.44,0.35,0.5,0.62,0.39,0.58,0.59
qedo.csv,0.5,0.0,0.0,0.0,0.86,0.0,0.5,0.0,0.95,0.0,0.75
yaprm.csv,0.84,0.62,0.87,0.5,0.82,0.5,0.5,0.86,0.82,0.65,0.67
