,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.57,0.77,0.32,0.76,0.94,0.03,0.62,0.5,0.58,1.17,0.78,0.82,0.74,0.73,0.79
calcubetimer.csv,0.79,0.7,0.32,0.53,0.76,1.0,0.45,0.0,0.8,0.47,0.83,0.74,0.89,0.95,0.45
chaosrts.csv,0.77,0.99,0.99,0.53,0.87,0.73,1.0,0.52,0.72,0.21,1.02,0.63,0.01,0.76,0.98
emono.csv,0.79,0.85,0.96,0.56,0.64,0.94,0.64,0.29,0.93,1.06,0.8,0.74,0.86,0.84,0.04
freelords.csv,0.78,0.82,1.09,0.07,0.93,0.8,0.79,0.52,0.75,1.01,0.7,0.54,0.78,0.99,0.8
jmonkeyengine.csv,0.81,0.38,0.99,0.89,0.0,0.82,0.59,0.67,0.76,1.01,0.45,0.76,0.77,0.71,0.77
jython.csv,0.47,0.52,0.0,0.64,0.58,0.77,0.68,1.01,0.9,0.26,0.91,0.92,0.82,0.88,0.61
mclient-mume.csv,0.82,0.07,0.96,0.72,1.0,0.93,0.54,0.95,0.84,0.59,0.68,0.83,0.84,0.68,0.78
papertoolkit.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.92,1.0,1.0,0.99,0.0,1.0,0.99,1.0,1.0
primefaces.csv,0.73,0.86,0.95,0.73,0.63,1.0,0.81,1.04,0.83,1.02,0.52,0.03,0.59,0.68,0.94
st-filteredstatistics.csv,0.71,0.67,1.01,0.71,0.79,0.63,0.63,0.53,0.08,1.02,0.65,0.6,0.73,0.76,0.96
toped.csv,1.0,0.66,0.82,0.91,0.94,0.76,0.11,0.95,0.86,1.0,1.0,0.81,0.98,0.82,0.89
triplea.csv,0.03,0.57,1.0,0.68,0.64,0.61,0.75,0.61,0.56,0.59,0.79,0.88,0.81,0.67,0.7
web-cat.csv,0.69,0.69,0.77,0.88,0.77,1.0,0.45,0.84,0.88,0.65,1.09,0.81,0.71,0.11,0.78
