,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.38,0.78,0.64,0.59,0.34,0.65,0.48,0.42,0.35,0.7,0.48,0.85,0.39,0.45,0.67
calcubetimer.csv,0.29,0.6,0.64,0.44,0.35,0.5,0.31,0.43,0.32,0.52,0.42,0.31,0.37,0.33,0.48
chaosrts.csv,0.27,0.51,0.26,0.37,0.37,0.42,0.34,0.45,0.3,0.47,0.38,0.31,0.41,0.28,0.44
emono.csv,0.34,0.49,0.26,0.53,0.48,0.53,0.4,0.45,0.31,0.5,0.57,0.87,0.45,0.41,0.55
freelords.csv,0.31,0.41,0.27,0.41,0.41,0.56,0.29,0.45,0.35,0.39,0.4,0.42,0.5,0.4,0.49
jmonkeyengine.csv,0.52,0.45,0.31,0.87,0.78,0.94,0.35,0.86,0.75,0.37,0.75,0.94,0.84,0.52,0.47
jython.csv,0.48,0.44,0.95,0.62,0.58,0.76,0.33,0.49,0.37,0.39,0.5,0.36,0.52,0.65,0.51
mclient-mume.csv,0.89,0.5,0.88,0.77,0.75,0.67,0.39,0.67,0.67,0.46,0.9,0.46,0.95,0.6,0.61
papertoolkit.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.5,0.67,0.0,0.0,0.0,0.0
primefaces.csv,0.6,0.45,0.33,0.61,0.46,0.0,0.39,0.74,0.77,0.4,0.56,0.44,0.67,0.34,0.46
st-filteredstatistics.csv,0.41,0.45,0.25,0.48,0.46,0.31,0.37,0.39,0.33,0.41,0.36,0.33,0.38,0.28,0.43
toped.csv,0.3,0.46,0.31,0.92,0.38,0.68,0.33,0.67,0.71,0.4,0.67,0.67,0.67,0.82,0.48
triplea.csv,0.42,0.48,0.27,0.56,0.46,0.36,0.4,0.39,0.55,0.6,0.42,0.86,0.38,0.33,0.51
web-cat.csv,0.67,0.67,0.88,0.74,0.68,0.0,0.39,0.92,0.77,0.61,0.65,0.5,0.74,0.59,0.72
