,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.48,0.44,0.32,0.39,0.88,0.01,0.44,0.25,0.46,1.0,0.4,0.19,0.42,0.45,0.4
calcubetimer.csv,0.76,0.52,0.31,0.39,0.74,1.0,0.44,0.0,0.77,0.0,0.5,0.67,0.89,0.94,0.4
chaosrts.csv,0.76,0.89,0.99,0.5,0.86,0.71,1.0,0.5,0.69,0.0,0.77,0.59,0.0,0.74,0.98
emono.csv,0.76,0.78,0.96,0.43,0.62,0.94,0.56,0.25,0.92,1.0,0.45,0.15,0.84,0.77,0.0
freelords.csv,0.76,0.81,0.97,0.07,0.82,0.64,0.78,0.5,0.69,1.0,0.7,0.44,0.74,0.84,0.79
jmonkeyengine.csv,0.48,0.3,0.76,0.54,0.0,0.12,0.56,0.25,0.31,1.0,0.3,0.22,0.42,0.42,0.74
jython.csv,0.38,0.44,0.0,0.21,0.48,0.24,0.67,1.0,0.85,0.0,0.62,0.89,0.68,0.55,0.55
mclient-mume.csv,0.14,0.07,0.05,0.11,0.08,0.25,0.22,0.0,0.38,0.0,0.15,0.48,0.0,0.26,0.33
papertoolkit.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
primefaces.csv,0.38,0.81,0.75,0.43,0.54,0.0,0.78,0.75,0.31,1.0,0.52,0.0,0.26,0.65,0.93
st-filteredstatistics.csv,0.62,0.48,0.94,0.57,0.72,0.54,0.56,0.25,0.08,1.0,0.65,0.52,0.68,0.74,0.95
toped.csv,1.0,0.63,0.82,0.14,0.94,0.69,0.11,0.0,0.38,1.0,0.05,0.3,0.0,0.23,0.88
triplea.csv,0.0,0.33,1.0,0.25,0.62,0.48,0.67,0.5,0.23,0.0,0.42,0.07,0.74,0.52,0.6
web-cat.csv,0.29,0.19,0.02,0.61,0.38,0.0,0.22,0.25,0.38,0.0,0.43,0.59,0.37,0.0,0.26
