,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.69,0.42,0.48,0.47,0.32,0.97,0.69,0.72,0.71,0.57,0.07,0.3,0.54,0.39,0.42
calcubetimer.csv,0.68,0.53,0.45,0.72,0.43,0.48,0.93,1.0,0.77,0.69,0.06,0.64,0.94,0.5,0.8
chaosrts.csv,0.74,0.48,0.23,0.82,0.42,0.5,0.88,0.92,0.78,0.88,0.04,0.73,0.99,0.55,0.78
emono.csv,0.68,0.56,0.23,0.71,0.47,0.47,0.77,0.91,0.83,0.8,0.06,0.4,0.85,0.46,0.98
freelords.csv,0.7,0.72,0.12,0.98,0.29,0.36,0.86,0.92,0.74,0.91,0.12,0.7,0.81,0.33,0.74
jmonkeyengine.csv,0.42,0.75,0.11,0.39,1.0,0.26,0.85,0.54,0.44,0.91,0.17,0.39,0.51,0.4,0.72
jython.csv,0.73,0.69,1.0,0.53,0.44,0.3,0.86,0.88,0.7,0.85,0.05,0.65,0.67,0.29,0.73
mclient-mume.csv,0.29,0.97,0.07,0.44,0.0,0.13,0.66,0.1,0.37,0.58,0.15,0.39,0.27,0.41,0.41
papertoolkit.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.02,1.0,0.0,0.01,0.0,0.0
primefaces.csv,0.46,0.59,0.13,0.52,0.42,0.0,0.8,0.43,0.35,0.9,0.16,0.99,0.62,0.56,0.72
st-filteredstatistics.csv,0.64,0.54,0.16,0.65,0.36,0.48,0.78,0.69,0.99,0.9,0.13,0.68,0.8,0.55,0.74
toped.csv,0.75,0.68,0.26,0.18,0.41,0.43,0.99,0.1,0.34,0.98,0.0,0.34,0.04,0.27,0.76
triplea.csv,0.98,0.58,0.21,0.5,0.47,0.47,0.75,0.77,0.62,0.58,0.07,0.21,0.75,0.48,0.65
web-cat.csv,0.48,0.44,0.33,0.46,0.28,0.0,0.74,0.32,0.31,0.52,0.0,0.49,0.55,0.94,0.38
