,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.69,0.37,1.0,0.35,0.67,0.97,0.57,0.57,0.64,0.4,0.33,0.2,0.39,0.42,0.32
calcubetimer.csv,0.78,0.53,0.91,0.65,0.83,1.0,0.94,1.0,0.79,0.53,0.33,0.68,0.99,0.84,0.81
chaosrts.csv,0.88,0.57,1.0,0.81,0.89,0.84,0.92,0.88,0.79,0.79,0.33,0.8,0.99,0.84,0.98
emono.csv,0.78,0.67,0.95,0.63,0.83,0.92,0.69,0.86,0.92,0.66,0.33,0.28,0.82,0.68,0.96
freelords.csv,0.81,0.97,0.5,0.99,0.56,0.51,0.86,0.88,0.72,0.84,1.0,0.7,0.75,0.47,0.82
jmonkeyengine.csv,0.34,0.77,0.36,0.29,1.0,0.19,0.8,0.38,0.31,0.85,0.67,0.28,0.36,0.42,0.79
jython.csv,0.72,0.73,1.0,0.39,0.67,0.27,0.84,0.84,0.69,0.74,0.33,0.78,0.55,0.32,0.74
mclient-mume.csv,0.19,1.0,0.05,0.29,0.0,0.11,0.51,0.05,0.26,0.41,0.33,0.32,0.16,0.37,0.3
papertoolkit.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.01,1.0,0.0,0.01,0.0,0.0
primefaces.csv,0.38,0.73,0.41,0.41,0.67,0.0,0.76,0.29,0.23,0.82,1.0,0.98,0.47,0.79,0.84
st-filteredstatistics.csv,0.66,0.53,0.64,0.58,0.67,0.68,0.71,0.54,1.0,0.82,1.0,0.7,0.73,0.84,0.88
toped.csv,1.0,0.8,0.95,0.1,0.94,0.68,1.0,0.05,0.23,0.96,0.0,0.25,0.02,0.21,0.9
triplea.csv,0.97,0.53,0.91,0.37,0.83,0.62,0.67,0.64,0.49,0.41,0.33,0.12,0.65,0.58,0.64
web-cat.csv,0.38,0.33,0.23,0.37,0.33,0.0,0.61,0.2,0.21,0.35,0.0,0.45,0.4,0.89,0.26
