,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.69,0.48,0.31,0.72,0.21,0.97,0.88,0.97,0.81,0.99,0.04,0.62,0.87,0.36,0.6
calcubetimer.csv,0.61,0.53,0.3,0.82,0.29,0.32,0.92,1.0,0.76,1.0,0.03,0.6,0.89,0.36,0.79
chaosrts.csv,0.64,0.41,0.13,0.82,0.27,0.35,0.84,0.96,0.78,1.0,0.02,0.67,1.0,0.41,0.66
emono.csv,0.61,0.49,0.13,0.81,0.33,0.31,0.88,0.98,0.75,0.99,0.04,0.73,0.88,0.35,1.0
freelords.csv,0.62,0.57,0.07,0.98,0.2,0.27,0.86,0.96,0.76,0.99,0.07,0.7,0.88,0.26,0.67
jmonkeyengine.csv,0.52,0.74,0.07,0.61,1.0,0.41,0.89,0.95,0.75,0.99,0.1,0.65,0.86,0.38,0.67
jython.csv,0.74,0.65,1.0,0.84,0.33,0.34,0.88,0.92,0.71,1.0,0.03,0.56,0.86,0.26,0.72
mclient-mume.csv,0.67,0.94,0.12,0.88,0.0,0.17,0.93,1.0,0.67,1.0,0.1,0.5,1.0,0.47,0.63
papertoolkit.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
primefaces.csv,0.6,0.5,0.08,0.73,0.31,0.0,0.85,0.84,0.69,0.99,0.09,1.0,0.93,0.43,0.63
st-filteredstatistics.csv,0.62,0.55,0.09,0.74,0.25,0.37,0.88,0.97,0.98,0.99,0.07,0.67,0.89,0.41,0.64
toped.csv,0.6,0.59,0.15,0.67,0.27,0.31,0.98,1.0,0.64,0.99,0.0,0.56,1.0,0.36,0.66
triplea.csv,1.0,0.64,0.12,0.81,0.33,0.38,0.85,0.95,0.86,1.0,0.04,0.71,0.87,0.41,0.67
web-cat.csv,0.67,0.67,0.62,0.63,0.24,0.0,0.94,0.92,0.62,1.0,0.0,0.53,0.89,1.0,0.66
