,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.41,0.91,0.98,0.46,0.0,0.25,0.83,0.2,0.0,0.32,0.88,0.2,0.38
flylinkdc.csv,1.0,0.69,0.25,0.62,0.16,0.61,1.0,0.14,0.07,0.34,0.77,0.28,0.42
fw4spl.csv,0.12,0.86,0.27,0.36,0.96,0.32,0.59,0.1,0.03,0.27,0.4,0.13,0.2
grisbi.csv,0.31,0.84,0.37,0.57,0.15,0.53,0.99,0.14,0.06,0.36,0.51,0.26,0.38
mesa3d.csv,0.14,0.8,0.34,0.75,0.14,0.57,0.75,0.14,0.06,0.29,0.32,0.89,0.21
nuttx.csv,0.28,0.99,0.4,0.52,0.13,0.49,0.93,0.13,0.07,0.32,0.51,0.27,0.35
panda3d.csv,0.2,0.74,0.25,0.67,0.19,0.6,1.0,0.0,0.17,0.96,0.69,0.33,0.6
proftp.csv,0.57,0.79,0.31,0.53,0.24,1.0,1.0,0.0,0.08,0.33,0.36,0.28,0.47
qmmp.csv,0.34,0.82,0.35,0.57,0.16,0.52,0.88,0.1,0.04,0.35,0.98,0.2,0.36
skia.csv,0.35,0.82,0.48,0.64,0.21,0.75,0.93,0.0,0.0,0.3,0.5,0.22,1.0
tart.csv,0.14,1.0,0.0,1.0,0.07,0.0,1.0,0.5,1.0,1.0,0.0,0.24,0.0
tcvp.csv,0.0,0.84,0.4,0.69,0.19,0.0,0.89,1.0,0.0,0.5,0.8,0.23,0.25
utgb.csv,0.5,0.85,0.38,1.0,0.16,0.61,1.0,0.23,0.04,0.32,0.8,0.24,0.45
