,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.46,0.16,0.98,0.17,0.0,0.03,0.08,0.33,0.0,0.27,0.11,0.39,0.26
flylinkdc.csv,1.0,0.18,0.33,0.14,0.44,0.47,0.3,0.11,0.6,0.29,0.32,0.62,0.48
fw4spl.csv,0.16,0.55,0.43,0.14,0.94,0.2,0.29,0.44,0.2,0.5,0.43,0.25,0.17
grisbi.csv,0.81,0.52,0.76,0.83,0.77,0.93,1.0,1.0,0.8,0.65,0.68,0.71,0.83
mesa3d.csv,0.11,0.26,0.38,0.09,0.48,0.27,0.14,0.56,0.4,0.25,0.16,0.78,0.13
nuttx.csv,0.84,0.99,0.81,0.94,0.9,0.83,0.8,1.0,1.0,0.46,0.92,0.77,0.74
panda3d.csv,0.08,0.14,0.1,0.11,0.25,0.4,0.21,0.0,0.8,0.98,0.17,0.28,0.26
proftp.csv,0.22,0.12,0.26,0.23,0.23,0.9,0.29,0.0,0.2,0.17,0.08,0.16,0.35
qmmp.csv,0.78,0.83,0.5,0.57,0.83,0.57,0.64,0.67,0.6,0.75,0.97,0.67,0.61
skia.csv,0.32,0.17,0.31,0.46,0.38,0.1,0.2,0.0,0.0,0.15,0.14,0.2,0.96
tart.csv,0.03,0.02,0.0,0.03,0.02,0.0,0.05,0.11,1.0,0.02,0.0,0.06,0.0
tcvp.csv,0.0,0.23,0.24,0.26,0.12,0.0,0.12,0.89,0.0,0.29,0.06,0.22,0.09
utgb.csv,0.32,0.06,0.24,0.94,0.33,0.37,0.11,0.33,0.2,0.21,0.13,0.26,0.22
