,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.59,0.85,0.03,0.86,1.0,0.97,0.93,0.69,1.0,0.77,0.89,0.74,0.77
flylinkdc.csv,0.0,0.9,0.79,0.86,0.66,0.59,0.7,0.89,0.59,0.75,0.69,0.57,0.62
fw4spl.csv,0.95,0.61,0.75,0.9,0.06,0.87,1.17,0.76,0.86,0.79,0.87,0.89,0.9
grisbi.csv,0.69,0.67,0.59,0.73,0.69,0.68,0.07,0.73,0.78,0.62,0.75,0.62,0.7
mesa3d.csv,0.92,0.81,0.69,0.91,0.68,0.75,0.89,0.6,0.69,0.8,0.91,0.22,0.9
nuttx.csv,0.82,0.05,0.53,0.97,0.9,0.72,0.35,0.8,0.71,0.7,0.91,0.61,0.72
panda3d.csv,0.93,0.89,0.91,0.89,0.77,0.64,0.79,1.0,0.3,0.03,0.83,0.74,0.74
proftp.csv,0.79,0.89,0.78,0.8,0.78,0.1,0.71,1.0,0.81,0.85,0.93,0.85,0.68
qmmp.csv,0.62,0.86,0.63,0.65,0.7,0.61,0.56,0.78,0.88,0.67,0.04,0.78,0.67
skia.csv,0.71,0.85,0.7,0.62,0.66,0.9,0.81,1.0,1.01,0.87,0.87,0.82,0.04
tart.csv,0.97,0.98,1.0,0.97,0.98,1.0,0.95,0.89,0.0,0.98,1.0,0.94,1.0
tcvp.csv,1.0,0.8,0.78,0.75,0.88,1.0,0.88,0.11,1.0,0.72,0.94,0.81,0.92
utgb.csv,0.69,0.94,0.78,0.06,0.71,0.66,0.89,0.68,0.84,0.82,0.87,0.77,0.79
