,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.72,0.59,0.56,0.78,0.76,0.27,0.73,0.96,0.82,0.85,0.66,0.71,0.52,0.63,0.89,0.84,1.11,1.01
boost-sandbox.csv,0.7,0.82,0.85,0.95,0.86,0.61,0.82,0.69,0.87,0.53,0.88,0.81,0.89,0.74,0.55,0.92,0.72,1.06
clamav.csv,0.55,0.78,0.59,0.5,0.54,0.48,0.57,0.67,0.78,0.82,1.01,0.75,0.32,0.71,0.69,0.5,0.55,0.54
co-ode-owl-plugins.csv,0.73,0.6,0.5,0.69,0.68,0.76,0.5,0.29,0.8,0.75,0.91,0.71,0.75,0.64,0.94,0.55,0.83,0.79
etherboot.csv,0.97,0.89,1.0,0.84,0.94,1.0,0.93,0.94,0.52,0.95,0.66,0.94,1.0,1.0,1.0,0.73,1.0,1.02
freebios.csv,0.75,0.7,0.76,0.96,0.88,0.97,0.99,0.47,0.73,0.77,0.9,0.31,0.89,0.73,0.64,0.73,0.57,0.64
frogatto.csv,0.86,0.63,0.98,0.6,0.6,0.59,0.89,1.05,0.79,0.86,0.89,0.79,0.5,0.87,1.0,0.44,0.73,0.35
glelite.csv,0.89,0.69,1.0,0.68,0.75,0.97,0.96,0.99,0.92,0.79,0.63,0.89,1.0,0.99,0.98,0.77,0.96,0.04
jasperreports.csv,0.74,0.91,0.95,0.89,0.79,0.5,0.94,1.17,0.81,0.67,1.03,0.8,0.94,0.71,0.13,0.91,0.96,1.06
konversation.csv,0.75,0.42,0.68,0.72,0.63,0.76,0.3,0.82,0.56,0.6,1.09,0.89,0.81,0.75,0.26,0.81,0.85,0.81
miranda-icq.csv,0.68,0.72,0.69,0.6,0.59,1.0,0.43,0.95,0.63,0.66,0.77,0.81,0.6,0.52,0.38,0.66,0.87,0.91
olap-navigator.csv,0.68,0.18,0.72,0.67,0.66,0.79,0.54,1.2,0.56,0.63,0.83,0.81,0.77,0.77,0.29,0.65,1.05,0.72
pclasses.csv,0.18,0.59,0.84,0.64,0.6,1.0,0.45,0.56,0.96,0.8,0.67,0.92,0.47,1.0,0.91,0.83,0.9,1.1
plato.csv,0.89,0.97,1.0,0.92,0.97,1.0,0.99,0.84,1.0,1.0,0.29,1.0,1.0,1.0,1.02,1.0,0.99,0.67
re2c.csv,0.85,0.73,0.02,0.78,0.8,0.99,0.92,0.38,0.81,0.83,0.83,0.59,0.73,0.84,0.98,0.89,0.53,0.65
rebecca-aiml.csv,0.93,0.69,0.39,0.71,0.6,0.87,0.55,0.84,0.61,0.81,0.65,0.78,0.76,0.78,0.54,0.56,0.23,0.47
tzod.csv,0.82,1.01,0.79,0.5,0.5,0.38,0.49,0.92,0.68,0.73,0.66,0.73,0.59,0.68,0.55,0.75,0.61,0.59
wxcrp.csv,0.68,0.71,1.0,0.66,0.47,1.0,0.58,0.74,1.0,0.95,0.59,0.89,0.72,0.7,0.95,0.74,1.02,0.67
