,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.0,0.83,0.89,0.23,0.49,0.17,0.34
bwapi.csv,0.0,0.94,0.79,0.24,0.19,0.33,0.21
gisgraphy.csv,0.02,0.77,0.94,0.13,0.19,0.29,0.73
lite.csv,0.05,0.94,0.77,0.39,0.12,0.5,0.15
ontopia.csv,0.02,0.77,0.93,0.33,0.13,0.24,0.39
smartgwt.csv,0.04,0.8,0.84,0.46,0.14,0.29,0.33
