,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.64,0.71,0.89,0.56,0.69,0.69,0.51
bwapi.csv,0.75,0.64,0.35,0.56,0.43,0.93,0.33
gisgraphy.csv,0.5,0.7,0.77,0.99,0.81,0.33,0.73
lite.csv,0.55,0.88,0.55,0.38,0.94,0.55,0.36
ontopia.csv,0.38,0.48,0.42,0.53,0.54,0.36,0.57
smartgwt.csv,0.83,0.59,0.51,0.35,0.6,0.65,0.44
