,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,0.33,0.14,0.03,0.69,0.3,0.55,0.5,0.0,0.88,1.0,0.02
bdbbasic.csv,0.34,0.08,0.02,0.59,0.25,0.42,0.7,0.6,0.89,0.9,0.02
bibletime.csv,0.45,0.24,0.06,0.61,0.24,0.31,0.28,0.29,0.81,0.92,0.02
crux-framework.csv,0.24,0.22,0.14,0.44,0.38,0.25,0.24,0.25,0.76,0.87,0.21
etherboot.csv,0.0,0.57,0.0,0.0,0.32,0.0,0.73,0.75,0.0,0.84,0.03
gnukeda.csv,0.33,0.14,0.03,0.79,0.26,0.45,0.25,0.31,0.77,0.83,0.02
google-gears.csv,0.39,0.23,0.04,0.67,0.27,0.32,0.29,0.28,0.88,0.86,0.05
jnode.csv,0.33,0.15,0.15,0.52,0.14,0.0,0.36,0.17,0.67,0.67,0.04
openmeetings.csv,0.6,0.43,0.09,0.8,0.28,0.48,0.6,0.41,0.81,0.97,0.03
pgui.csv,0.27,0.15,0.0,0.67,0.29,0.37,0.29,0.45,0.8,0.82,0.03
wxcrp.csv,0.5,0.09,0.05,0.55,0.25,0.32,0.29,0.28,0.76,0.91,0.01
