,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,0.68,0.81,0.84,0.73,0.66,0.48,0.79,1.0,0.71,0.88,0.84
bdbbasic.csv,0.62,0.87,0.9,0.68,0.76,0.59,0.21,0.69,0.59,0.54,0.78
bibletime.csv,0.45,0.49,0.51,0.63,0.76,0.86,0.98,0.91,0.62,0.43,0.88
crux-framework.csv,0.79,0.58,0.81,0.84,0.87,0.93,0.79,0.76,0.73,0.6,0.1
etherboot.csv,1.0,0.64,1.0,1.0,0.65,1.0,0.58,0.87,1.0,0.86,0.83
gnukeda.csv,0.8,0.78,0.82,0.34,0.74,0.49,0.8,0.72,0.84,0.75,0.89
google-gears.csv,0.55,0.49,0.7,0.61,0.85,1.0,0.94,0.98,0.42,0.61,0.54
jnode.csv,0.97,0.72,0.27,0.76,0.96,1.0,0.8,0.98,0.9,0.97,0.7
openmeetings.csv,0.53,0.21,0.5,0.9,0.69,0.54,0.69,0.51,0.83,0.57,0.71
pgui.csv,0.75,0.92,1.0,0.53,0.82,0.72,0.81,0.47,0.63,1.0,1.0
wxcrp.csv,0.51,0.99,0.84,0.73,0.97,0.98,0.9,0.99,0.74,0.42,0.99
