,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,1.0,28.0,1.0,0.0,7.0,0.0,0.0,168.0,1.0,0.0,40.0
bdbbasic.csv,3.0,39.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,32.0
bibletime.csv,1.0,6.0,27.0,0.0,5.0,7.0,8.0,2.0,3.0,0.0,50.0
crux-framework.csv,4.0,7.0,11.0,2.0,0.0,5.0,5.0,10.0,0.0,0.0,1.0
etherboot.csv,105.0,3.0,411.0,70.0,5.0,116.0,0.0,0.0,153.0,0.0,52.0
gnukeda.csv,0.0,32.0,2.0,0.0,7.0,0.0,3.0,6.0,0.0,0.0,76.0
google-gears.csv,3.0,10.0,1.0,1.0,0.0,5.0,9.0,3.0,2.0,0.0,29.0
jnode.csv,2.0,7.0,2.0,3.0,0.0,116.0,5.0,1.0,1.0,1.0,22.0
openmeetings.csv,3.0,0.0,13.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,24.0
pgui.csv,14.0,40.0,411.0,1.0,0.0,5.0,6.0,0.0,0.0,0.0,68.0
wxcrp.csv,5.0,45.0,1.0,1.0,0.0,5.0,7.0,3.0,0.0,0.0,62.0
