,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.5,0.13,0.24,0.19,0.44,0.61,0.19,0.21,0.97,0.85,0.23,0.22,0.66
badtrinity-zero.csv,0.59,0.25,0.97,0.67,0.15,0.46,0.62,0.55,0.41,0.75,0.57,0.54,0.57
betoffice.csv,0.45,0.44,0.4,0.46,0.93,0.25,0.34,0.12,0.36,0.51,0.52,0.27,0.0
exordium.csv,0.15,0.0,0.19,0.16,0.47,0.66,0.96,0.48,0.36,0.61,0.15,0.23,0.86
fltk.csv,0.39,0.13,0.5,0.92,0.16,0.68,0.79,0.63,0.57,0.84,0.5,0.47,0.75
gabel.csv,0.0,0.0,0.0,0.19,0.0,0.16,0.13,0.21,0.05,1.0,0.06,0.12,0.0
genoviz.csv,0.21,0.0,0.19,0.06,0.02,0.26,0.13,0.1,0.15,0.15,0.06,0.04,1.0
irrlicht.csv,0.54,0.48,0.47,0.39,0.67,0.57,0.38,0.7,0.35,0.49,0.98,0.44,0.58
nug.csv,0.95,0.2,0.49,0.52,0.5,0.42,0.66,0.35,0.4,0.59,0.54,0.63,0.52
rezilla.csv,0.36,0.91,0.47,0.55,0.4,0.55,0.59,0.37,0.61,0.48,0.62,0.5,0.27
toped.csv,0.0,0.09,0.56,0.13,0.65,0.29,0.37,0.98,0.14,0.13,0.24,0.38,0.23
xmemcached.csv,0.15,0.25,0.53,0.35,0.43,0.97,0.58,0.45,0.63,0.82,0.36,0.45,0.75
zoolib.csv,0.07,0.0,0.11,0.36,0.09,0.3,0.42,0.21,0.0,0.14,0.21,0.81,0.24
