,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.4,1.0,0.52,0.44,0.48,0.36,0.6,0.82,1.0,0.22,0.73,0.06,0.12
badtrinity-zero.csv,0.34,0.33,0.99,0.66,0.29,0.29,0.29,0.86,0.22,0.22,0.83,0.12,0.11
betoffice.csv,0.39,0.27,0.48,0.56,1.0,0.17,0.17,0.62,0.31,0.09,0.81,0.07,0.0
exordium.csv,0.67,0.0,0.81,0.9,0.57,0.35,1.0,0.88,0.3,0.11,0.87,0.35,0.2
fltk.csv,0.4,0.17,0.69,0.93,0.46,0.39,0.44,0.89,0.31,0.15,0.88,0.23,0.15
gabel.csv,0.0,0.0,0.0,0.96,0.0,0.5,0.29,0.9,0.08,1.0,0.89,0.75,0.0
genoviz.csv,0.33,0.0,0.81,1.0,0.33,1.0,1.0,1.0,0.6,0.1,0.73,0.09,1.0
irrlicht.csv,0.37,0.3,0.49,0.53,0.62,0.32,0.26,0.89,0.22,0.09,0.98,0.09,0.12
nug.csv,0.94,0.27,0.45,0.56,0.47,0.26,0.31,0.77,0.28,0.1,0.77,0.1,0.1
rezilla.csv,0.3,0.94,0.5,0.58,0.49,0.3,0.29,0.85,0.33,0.08,0.8,0.08,0.11
toped.csv,0.32,0.29,0.52,0.56,0.66,0.16,0.25,0.98,0.25,0.08,0.76,0.08,0.08
xmemcached.csv,0.33,0.33,0.48,0.66,0.43,1.0,0.32,0.82,0.41,0.18,0.79,0.09,0.15
zoolib.csv,1.0,0.0,0.41,0.89,0.75,0.67,0.54,0.9,0.0,0.08,0.71,0.89,1.0
