,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.45,0.5,0.81,0.77,0.47,0.56,0.8,0.91,0.75,0.44,0.67,0.53,0.38
badtrinity-zero.csv,0.42,0.83,0.55,0.49,0.76,0.6,0.47,0.43,0.44,0.81,0.52,0.69,0.35
betoffice.csv,0.78,0.43,0.83,0.72,0.63,0.73,0.77,0.88,0.85,0.8,0.73,0.91,0.9
exordium.csv,0.67,0.0,0.94,0.95,0.71,0.65,0.72,0.5,0.63,0.75,0.96,0.94,0.4
fltk.csv,0.67,0.92,0.6,0.53,0.92,0.46,0.56,0.41,0.48,0.56,0.68,0.98,0.33
gabel.csv,0.0,0.0,0.0,0.96,0.5,0.83,0.86,0.9,0.92,0.88,0.89,0.75,0.0
genoviz.csv,0.78,0.0,0.94,0.86,0.67,0.8,0.5,0.75,0.8,0.9,0.91,0.91,0.8
irrlicht.csv,0.41,0.41,0.49,0.5,0.54,0.57,0.44,0.38,0.5,0.46,0.5,0.53,0.48
nug.csv,0.82,0.4,0.66,0.65,0.57,0.45,0.59,0.68,0.48,0.51,0.59,0.68,0.36
rezilla.csv,0.33,0.67,0.42,0.4,0.37,0.36,0.42,0.3,0.38,0.4,0.4,0.43,0.32
toped.csv,0.38,0.38,0.45,0.44,0.59,0.66,0.45,0.33,0.92,0.47,0.48,0.55,0.83
xmemcached.csv,0.83,0.92,0.59,0.75,0.55,0.68,0.68,0.45,0.64,0.47,0.73,0.55,0.42
zoolib.csv,0.0,0.0,0.94,0.89,0.75,0.89,0.69,0.9,0.9,0.92,0.98,0.96,0.0
