,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.33,0.0,0.18,0.26,0.47,0.39,0.04,0.22,0.0,0.27,0.25,0.28,0.62
badtrinity-zero.csv,0.69,0.2,0.01,0.48,0.33,0.39,0.62,0.56,0.74,0.23,0.39,0.37,0.73
betoffice.csv,0.31,0.8,0.38,0.47,0.0,0.39,0.52,0.33,0.31,0.43,0.39,0.28,0.22
exordium.csv,0.03,0.02,0.04,0.02,0.33,0.47,0.0,0.33,0.33,0.42,0.06,0.03,0.44
fltk.csv,0.25,0.25,0.2,0.09,0.16,0.39,0.36,0.44,0.72,0.48,0.22,0.13,0.62
gabel.csv,0.0,0.0,0.0,0.01,0.04,0.05,0.09,0.11,0.19,0.0,0.02,0.0,0.02
genoviz.csv,0.17,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.03,0.1,0.06,0.03,0.0
irrlicht.csv,0.81,0.8,0.83,0.87,0.44,0.42,0.89,0.56,0.86,0.84,0.06,0.85,0.49
nug.csv,0.03,0.95,0.62,0.59,0.6,0.86,0.61,0.56,0.86,0.78,0.73,0.68,0.78
rezilla.csv,0.89,0.02,0.83,0.75,0.87,0.8,0.75,0.89,0.69,0.83,0.57,0.63,0.93
toped.csv,1.0,0.98,0.77,0.97,0.33,0.5,0.89,0.11,0.16,0.97,0.94,0.88,0.24
xmemcached.csv,0.11,0.2,0.61,0.22,0.6,0.0,0.41,0.78,0.4,0.34,0.29,0.84,0.62
zoolib.csv,0.0,0.02,0.12,0.05,0.02,0.05,0.11,0.11,0.17,0.13,0.25,0.01,0.0
