,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.47,0.11,0.2,0.16,0.42,0.61,0.16,0.18,0.96,0.88,0.2,0.19,0.8
badtrinity-zero.csv,0.76,0.21,0.96,0.72,0.13,0.43,0.74,0.59,0.48,0.75,0.56,0.52,0.8
betoffice.csv,0.41,0.63,0.37,0.45,0.91,0.22,0.32,0.1,0.32,0.5,0.5,0.23,0.0
exordium.csv,0.12,0.0,0.16,0.13,0.44,0.7,0.95,0.45,0.32,0.62,0.12,0.19,1.0
fltk.csv,0.35,0.11,0.46,0.92,0.13,0.7,0.84,0.65,0.76,1.0,0.46,0.42,1.0
gabel.csv,0.0,0.0,0.0,0.16,0.0,0.13,0.11,0.18,0.04,1.0,0.05,0.1,0.0
genoviz.csv,0.18,0.0,0.16,0.05,0.02,0.22,0.11,0.08,0.12,0.12,0.05,0.03,1.0
irrlicht.csv,1.0,0.74,0.84,0.76,0.71,0.57,0.95,0.82,0.56,1.0,0.99,0.87,0.6
nug.csv,0.94,0.74,0.53,0.56,0.53,0.83,0.79,0.33,0.76,1.0,0.71,0.84,0.8
rezilla.csv,0.82,0.89,0.85,0.79,0.82,0.96,0.89,0.88,0.8,0.88,0.69,0.55,1.0
toped.csv,1.0,0.84,0.86,0.93,0.64,0.26,0.89,1.0,0.12,1.0,0.9,0.81,0.2
xmemcached.csv,0.12,0.21,0.58,0.31,0.44,0.96,0.58,0.61,0.64,0.88,0.32,0.84,1.0
zoolib.csv,0.06,0.0,0.09,0.31,0.07,0.26,0.37,0.18,0.0,0.12,0.18,0.77,0.2
