,f1,g,recall,precision,pf,wins
ambulant.csv,0.38,0.42,0.48,0.54,0.46,5
autofac.csv,0.49,0.55,0.57,0.62,0.49,10
coot.csv,0.44,0.45,0.59,0.35,0.59,4
dsworkbench.csv,0.18,0.13,0.11,0.67,0.03,2
emono.csv,0.49,0.45,0.63,0.47,0.61,7
exist.csv,0.64,0.51,0.71,0.47,0.62,9
freelords.csv,0.6,0.52,0.76,0.53,0.65,12
google-collections.csv,0.64,0.0,1.0,0.47,1.0,3
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0
jpaul.csv,0.24,0.28,0.24,0.45,0.19,1
neodatis-odb.csv,0.55,0.51,0.66,0.57,0.54,11
octet.csv,0.48,0.41,0.41,0.5,0.44,6
thedata.csv,0.59,0.5,0.54,0.53,0.57,8
