,reactos-mirror.csv,critterding.csv,exordium.csv,enlightenment.csv,lockss.csv,google-caja.csv,bdbbasic.csv,yafdotnet.csv,modplug.csv,itext.csv
bdbbasic.csv,0.96,0.83,0.64,0.95,1.0,0.78,0.32,0.8,0.55,1.0
critterding.csv,0.67,0.43,0.65,0.78,0.94,0.6,0.67,0.78,0.53,0.62
enlightenment.csv,0.49,1.0,1.0,0.48,1.0,0.93,1.0,0.52,0.79,0.69
exordium.csv,0.98,0.63,0.27,0.97,0.68,0.38,0.95,0.6,0.76,0.65
google-caja.csv,0.61,0.68,0.57,0.56,0.78,0.3,0.39,0.95,0.38,0.41
itext.csv,0.66,0.68,0.75,0.53,0.67,1.0,0.42,0.84,0.37,0.33
lockss.csv,0.65,0.8,0.44,0.58,0.52,0.58,0.54,0.46,0.59,0.41
modplug.csv,0.89,0.85,0.65,0.87,0.83,0.77,0.94,0.98,0.41,0.41
reactos-mirror.csv,0.46,0.49,0.81,0.52,0.6,0.51,1.0,0.75,0.51,0.6
yafdotnet.csv,0.73,0.7,0.51,0.74,0.71,0.68,0.74,0.38,0.54,0.38
