,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,7.0,0.0,8.0,1.0,59.0,27.0,50.0,24.0,0.0,4.0,0.0,28.0,15.0,67.0,2.0,8.0
chaosrts.csv,3.0,2.0,6.0,1.0,24.0,18.0,11.0,16.0,11.0,8.0,1.0,1.0,8.0,67.0,1.0,8.0
dxengine.csv,8.0,0.0,0.0,3.0,0.0,13.0,27.0,133.0,67.0,1.0,2.0,6.0,7.0,67.0,1.0,8.0
e-bio-flow.csv,1.0,6.0,1.0,1.0,26.0,8.0,6.0,35.0,1.0,0.0,0.0,0.0,9.0,67.0,0.0,13.0
jbpm.csv,5.0,1.0,1.0,0.0,4.0,94.0,1.0,133.0,2.0,4.0,0.0,10.0,107.0,67.0,0.0,3.0
jchassis.csv,60.0,78.0,77.0,78.0,105.0,94.0,431.0,133.0,67.0,81.0,225.0,70.0,107.0,2.0,157.0,65.0
jmoney.csv,0.0,1.0,2.0,0.0,18.0,9.0,8.0,133.0,2.0,0.0,1.0,6.0,10.0,67.0,0.0,15.0
jmonkeyengine.csv,12.0,5.0,4.0,3.0,0.0,38.0,1.0,79.0,0.0,3.0,0.0,27.0,15.0,10.0,1.0,12.0
joustsim.csv,14.0,5.0,5.0,2.0,4.0,10.0,1.0,57.0,0.0,3.0,0.0,2.0,17.0,9.0,2.0,6.0
jsidplay2.csv,10.0,0.0,5.0,1.0,35.0,35.0,19.0,16.0,3.0,1.0,0.0,32.0,13.0,67.0,1.0,3.0
log4net.csv,0.0,1.0,1.0,0.0,2.0,6.0,9.0,5.0,67.0,0.0,1.0,3.0,10.0,67.0,0.0,29.0
piccolo2d.csv,0.0,7.0,0.0,0.0,5.0,5.0,10.0,1.0,5.0,2.0,0.0,4.0,107.0,67.0,1.0,17.0
reaper3d.csv,13.0,3.0,0.0,1.0,0.0,20.0,1.0,25.0,3.0,1.0,1.0,10.0,16.0,67.0,0.0,0.0
sblim.csv,8.0,1.0,3.0,0.0,0.0,24.0,5.0,133.0,7.0,5.0,0.0,3.0,107.0,9.0,0.0,30.0
thedata.csv,16.0,3.0,7.0,1.0,0.0,33.0,1.0,34.0,0.0,1.0,2.0,24.0,31.0,67.0,1.0,0.0
tmva.csv,14.0,1.0,4.0,3.0,57.0,36.0,1.0,36.0,0.0,1.0,1.0,34.0,18.0,67.0,2.0,10.0
