,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,0.93,0.69,0.93,0.6,0.51,0.52,0.5,0.58,0.39,0.55,0.94,0.72,0.94,0.64,0.48,0.46
chaosrts.csv,0.55,0.54,0.55,0.83,0.74,0.53,0.46,0.5,0.39,0.46,0.55,0.36,0.41,0.6,0.48,0.34
dxengine.csv,0.6,0.94,0.48,0.57,0.61,0.93,0.98,0.97,0.0,0.91,0.8,0.78,0.73,0.92,0.92,0.61
e-bio-flow.csv,0.83,0.65,0.58,0.53,0.59,0.57,0.49,0.44,0.9,0.48,0.53,0.86,0.49,0.0,0.65,0.57
jbpm.csv,0.89,0.82,0.86,0.67,0.86,0.5,0.79,0.86,0.83,0.92,0.8,0.73,0.0,0.0,0.6,0.75
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0
jmoney.csv,0.43,0.48,0.36,0.44,0.44,0.4,0.41,0.51,0.71,0.32,0.43,0.37,0.42,0.6,0.39,0.56
jmonkeyengine.csv,0.65,0.44,0.42,0.65,0.5,0.63,0.5,0.54,0.65,0.44,0.44,0.6,0.46,0.61,0.79,0.41
joustsim.csv,0.82,0.51,0.43,0.76,0.43,0.67,0.68,0.61,0.39,0.5,0.49,0.65,0.41,0.7,0.92,0.76
jsidplay2.csv,0.38,0.53,0.7,0.37,0.63,0.37,0.44,0.49,0.38,0.51,0.87,0.49,0.66,0.6,0.4,0.33
log4net.csv,0.48,0.41,0.92,0.73,0.91,0.55,0.74,0.95,0.75,0.5,0.97,0.38,0.94,0.0,0.47,0.43
piccolo2d.csv,0.89,0.39,0.88,0.61,0.52,0.49,0.64,0.65,0.65,0.52,0.57,0.73,0.83,0.0,0.41,0.56
reaper3d.csv,0.53,0.58,0.42,0.44,0.54,0.62,0.52,0.66,0.76,0.55,0.72,0.81,0.51,0.83,0.81,0.67
sblim.csv,0.44,0.8,0.47,0.0,0.57,0.47,0.85,0.79,0.71,0.5,0.44,0.59,0.92,0.91,0.46,0.39
thedata.csv,0.43,0.46,0.43,0.44,0.52,0.51,0.51,0.49,0.62,0.5,0.42,0.59,0.34,0.62,0.49,0.89
tmva.csv,0.36,0.4,0.54,0.38,0.55,0.36,0.4,0.43,0.35,0.41,0.53,0.48,0.42,0.45,0.38,0.36
