,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.17,0.93,0.41,0.42
n2cms.csv,0.96,0.5,0.18,0.42
nassp.csv,0.15,0.21,0.12,1.0
nug.csv,0.42,0.07,0.94,0.25
