,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.2,0.94,0.44,0.47
n2cms.csv,0.97,0.54,0.21,0.46
nassp.csv,0.18,0.25,0.14,1.0
nug.csv,0.45,0.09,0.95,0.29
