,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.57,1.0,0.37,0.42
n2cms.csv,1.0,0.33,0.43,0.31
nassp.csv,0.5,0.33,0.2,1.0
nug.csv,0.42,0.09,1.0,0.2
