,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.08,0.0,0.33,0.15
n2cms.csv,0.0,0.23,0.11,0.24
nassp.csv,0.09,0.1,0.22,0.0
nug.csv,0.38,0.17,0.0,0.26
