,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.06,0.05,0.16,0.69,0.0,0.05,0.29,0.28,0.22,0.47,0.24,0.71,0.74,0.26
boost-sandbox.csv,0.63,0.6,0.48,0.32,0.47,0.64,0.34,0.58,0.34,0.54,0.4,0.47,0.0,0.23
customwars.csv,0.48,0.39,0.36,0.57,0.21,0.31,0.0,0.5,0.53,0.38,0.32,0.13,0.84,0.37
dvd-create.csv,0.61,0.67,0.31,0.55,0.79,0.39,0.0,0.45,0.67,0.39,0.68,0.74,0.71,0.67
frogatto.csv,0.21,0.64,0.54,0.57,0.59,0.49,0.45,0.59,0.47,0.66,0.44,0.51,0.85,0.83
glelite.csv,0.13,0.27,0.41,0.24,0.24,0.45,0.0,0.61,0.13,0.53,0.38,0.2,0.56,0.97
go.csv,0.62,0.78,0.32,0.51,0.4,0.55,0.1,0.37,0.43,0.69,0.66,0.39,0.55,0.55
irplus.csv,0.51,0.47,0.63,0.62,0.5,0.29,0.46,0.67,0.58,0.51,0.65,0.48,0.72,0.27
lsb.csv,0.53,0.49,0.78,0.64,0.47,0.32,0.0,0.4,0.56,0.69,0.42,0.53,0.71,0.55
moving-pictures.csv,0.55,0.22,0.09,0.2,0.05,0.45,0.0,0.57,0.63,0.6,0.52,0.33,0.72,0.4
mpgravity.csv,0.47,0.69,0.31,0.24,0.54,0.21,0.69,0.0,0.57,0.67,0.32,0.13,0.82,0.0
plearn.csv,0.61,0.28,0.02,0.16,0.23,0.51,0.62,0.4,0.34,0.32,0.52,0.19,0.66,0.54
rebecca-aiml.csv,0.48,0.68,0.71,0.62,0.65,0.35,0.0,0.32,0.41,0.74,0.59,0.87,0.65,0.56
wxcode.csv,0.48,0.43,0.13,0.51,0.17,0.21,0.79,0.33,0.29,0.17,0.45,0.23,0.96,0.39
