,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.68,0.2,0.44,0.24,0.09,0.49,0.55,0.05,0.0,0.11,0.3,0.64,0.0,0.0,0.78,0.27,0.05,0.0,0.3
co-ode-owl-plugins.csv,0.63,0.5,0.63,0.66,0.67,0.67,0.59,0.64,0.28,0.75,0.67,0.24,0.63,0.21,0.41,0.65,0.43,0.7,0.47
exl.csv,0.51,0.38,0.11,0.71,0.61,0.59,0.5,0.45,0.6,0.4,0.64,0.51,0.25,0.75,0.42,0.54,0.63,0.67,0.74
firebreath.csv,0.33,0.64,0.71,0.8,0.38,0.66,0.61,0.64,0.48,0.58,0.5,0.68,0.31,0.62,0.4,0.59,0.51,0.41,0.55
irplus.csv,0.39,0.51,0.11,0.74,0.51,0.61,0.63,0.42,0.68,0.25,0.49,0.51,0.51,0.88,0.24,0.6,0.6,0.31,0.44
jasperreports.csv,0.47,0.48,0.42,0.17,0.4,0.42,0.56,0.43,0.0,0.08,0.26,0.24,0.31,0.94,0.16,0.44,0.61,0.25,0.54
javaprofiler.csv,0.58,0.72,0.62,0.6,0.69,0.71,0.66,0.52,0.37,0.76,0.69,0.34,0.58,0.89,0.28,0.66,0.51,0.8,0.77
konversation.csv,0.2,0.48,0.4,0.76,0.48,0.56,0.52,0.69,0.33,0.48,0.2,0.53,0.73,0.7,0.15,0.65,0.43,0.5,0.56
lazarus-ccr.csv,0.82,0.47,0.0,0.26,0.28,0.49,0.57,0.52,0.45,0.63,0.23,0.67,0.67,0.34,0.58,0.44,0.38,0.41,0.0
linuxsh.csv,0.47,0.49,0.65,0.1,0.16,0.63,0.36,0.2,0.0,0.7,0.56,0.42,0.07,0.0,0.27,0.28,0.09,0.18,0.64
migen.csv,0.32,0.45,0.55,0.68,0.62,0.6,0.66,0.53,0.0,0.67,0.55,0.59,0.07,0.68,0.13,0.51,0.24,0.56,0.78
moviesandbox.csv,0.43,0.64,0.4,0.79,0.51,0.71,0.39,0.61,0.12,0.59,0.64,0.65,0.54,0.57,0.33,0.4,0.16,0.46,0.73
mvnforum.csv,0.0,0.23,0.53,0.2,0.44,0.42,0.39,0.29,0.12,0.61,0.54,0.31,0.58,0.05,0.43,0.1,0.09,0.41,0.37
nebuladevice.csv,0.47,0.32,0.0,0.28,0.31,0.42,0.48,0.47,0.54,0.73,0.29,0.47,0.07,0.39,0.43,0.14,0.73,0.58,0.43
ontomorphtab.csv,0.28,0.73,0.0,0.52,0.68,0.54,0.67,0.51,0.54,0.3,0.64,0.71,0.37,0.91,0.48,0.57,0.48,0.43,0.59
opengs.csv,0.2,0.27,0.59,0.69,0.67,0.67,0.39,0.54,0.17,0.2,0.76,0.62,0.55,0.6,0.44,0.4,0.48,0.49,0.82
scite-ru.csv,0.17,0.43,0.65,0.65,0.68,0.43,0.48,0.6,0.37,0.47,0.67,0.09,0.27,0.0,0.0,0.67,0.27,0.0,0.47
tokratan.csv,0.43,0.45,0.4,0.61,0.61,0.62,0.61,0.44,0.12,0.13,0.35,0.69,0.57,0.72,0.17,0.48,0.59,0.59,0.67
xuggle.csv,0.55,0.38,0.51,0.61,0.73,0.61,0.57,0.58,0.63,0.32,0.76,0.8,0.64,0.26,0.42,0.64,0.53,0.45,0.54
