,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.37,0.45,0.41,0.42,0.54,0.58,0.41,0.57,0.51,0.44,0.31,0.47,0.45,0.38,0.34,0.39
calcubetimer.csv,0.32,0.44,0.39,0.41,0.38,0.48,0.44,0.38,0.44,0.43,0.31,0.4,0.4,0.37,0.31,0.38
chaosrts.csv,0.32,0.44,0.39,0.41,0.43,0.46,0.4,0.37,0.44,0.41,0.43,0.43,0.42,0.38,0.31,0.41
dxengine.csv,0.95,0.8,0.8,0.54,0.62,0.58,0.0,0.79,0.78,0.89,0.89,0.82,0.62,0.7,0.9,0.95
freedom-erp.csv,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.86,0.0,0.83,0.42,0.67,0.5,0.0,0.0,0.95
joustsim.csv,0.6,0.55,0.43,0.44,0.88,0.93,0.6,0.55,0.46,0.83,0.64,0.82,0.44,0.53,0.42,0.96
jsidplay2.csv,0.41,0.5,0.77,0.58,0.41,0.42,0.59,0.4,0.53,0.47,0.45,0.52,0.51,0.49,0.37,0.42
madman.csv,0.0,0.0,0.0,0.67,0.8,0.8,0.0,0.5,0.67,0.86,0.0,0.0,0.88,0.0,0.83,0.8
mclient-mume.csv,0.62,0.71,0.5,0.48,0.92,0.82,0.83,0.8,0.52,0.67,0.49,0.83,0.5,0.63,0.47,0.74
primefaces.csv,0.36,0.49,0.38,0.41,0.44,0.51,0.43,0.38,0.46,0.45,0.45,0.44,0.43,0.37,0.42,0.45
reaper3d.csv,0.73,0.0,0.0,0.0,0.61,0.65,0.56,0.68,0.0,0.86,0.75,0.64,0.0,0.88,0.48,0.78
sblim.csv,0.92,0.67,0.83,0.86,0.86,0.77,0.97,0.93,0.96,0.83,0.81,0.0,0.8,0.75,0.5,0.87
sevenupdate.csv,0.34,0.47,0.38,0.41,0.4,0.59,0.48,0.39,0.44,0.5,0.31,0.49,0.4,0.37,0.53,0.38
springside.csv,0.4,0.45,0.56,0.75,0.39,0.46,0.58,0.42,0.97,0.42,0.4,0.44,0.67,0.39,0.37,0.44
swtfox.csv,0.49,0.72,0.59,0.62,0.87,0.6,0.66,0.71,0.74,0.68,0.48,0.68,0.79,0.85,0.42,0.53
tmva.csv,0.34,0.41,0.49,0.48,0.39,0.45,0.46,0.48,0.52,0.46,0.31,0.49,0.41,0.39,0.33,0.39
