,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.46,0.37,0.71,0.11,0.36
nabu-library.csv,0.0,0.41,0.35,0.29,0.8
pcgen.csv,0.59,0.79,0.28,0.31,0.5
selenium.csv,0.74,0.54,0.26,0.43,0.34
tolven.csv,0.83,0.7,0.0,0.67,1.0
