,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.04,0.19,0.43,0.24,0.54,0.19,0.27,0.97,0.16,0.33,0.41,0.49,0.5
bscwweasel.csv,0.02,0.0,0.16,0.89,0.16,0.0,0.25,0.0,0.17,0.12,0.0,0.0,0.11
capcode.csv,0.0,0.17,0.07,0.15,0.0,0.1,0.96,0.23,0.18,0.1,0.13,0.2,0.14
emite.csv,0.45,0.2,0.43,0.22,0.57,0.38,0.33,0.49,0.35,0.34,0.29,0.95,0.69
extprosys.csv,0.65,0.2,0.38,0.22,0.5,0.97,0.26,0.48,0.43,0.32,0.23,0.63,0.68
lamp.csv,0.0,1.0,0.16,0.23,0.15,0.07,0.24,0.34,0.03,0.0,0.33,0.0,0.24
retromenu.csv,0.22,0.0,0.4,0.27,0.98,0.04,0.21,0.45,0.19,0.22,0.31,0.0,0.29
smbopensoft.csv,0.97,0.23,0.48,0.29,0.59,0.13,0.19,0.1,0.36,0.43,0.31,0.49,0.32
snakeyaml.csv,0.11,0.08,0.34,0.09,0.47,0.22,0.3,0.35,0.29,0.15,0.98,0.56,0.55
stuproa-cims.csv,0.61,0.19,0.37,0.28,0.49,0.43,0.18,0.48,0.92,0.41,0.21,0.46,0.82
ta3d.csv,0.63,0.18,0.26,0.27,0.43,0.38,0.28,0.17,0.35,0.32,0.18,0.58,0.97
thout.csv,0.02,0.15,0.95,0.12,0.45,0.2,0.24,0.45,0.34,0.12,0.37,0.34,0.5
vrjuggler.csv,0.32,0.08,0.33,0.23,0.26,0.19,0.2,0.0,0.4,1.0,0.19,0.6,0.09
