,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.02,0.43,0.5,0.4,0.62,0.13,0.42,0.95,0.13,0.44,0.48,0.39,0.37
bscwweasel.csv,0.01,0.0,0.09,0.8,0.1,0.0,0.25,0.0,0.09,0.06,0.0,0.0,0.06
capcode.csv,0.0,0.21,0.05,0.2,0.0,0.06,0.92,0.19,0.16,0.06,0.07,0.13,0.09
emite.csv,0.43,0.64,0.66,0.3,0.81,0.42,0.58,0.62,0.29,0.94,0.85,0.9,0.63
extprosys.csv,0.91,1.0,0.95,1.0,0.95,0.96,1.0,0.97,0.96,0.56,0.85,1.0,0.71
lamp.csv,0.0,1.0,0.09,0.15,0.1,0.04,0.17,0.32,0.02,0.0,0.22,0.0,0.14
retromenu.csv,0.13,0.0,0.3,0.2,0.95,0.02,0.25,0.35,0.11,0.12,0.22,0.0,0.17
smbopensoft.csv,0.96,0.57,0.59,0.5,0.76,0.09,0.33,0.05,0.33,0.81,0.52,0.42,0.23
snakeyaml.csv,0.06,0.29,0.61,0.2,0.52,0.15,0.5,0.49,0.29,0.19,0.96,0.74,0.49
stuproa-cims.csv,0.74,0.93,0.84,0.6,0.95,0.91,0.5,1.0,0.85,0.94,0.74,0.58,1.0
ta3d.csv,0.92,0.64,0.57,0.75,0.67,0.66,0.67,0.11,0.55,0.56,0.67,0.77,0.97
thout.csv,0.01,0.43,0.91,0.25,0.52,0.17,0.42,0.62,0.36,0.12,0.41,0.32,0.43
vrjuggler.csv,0.2,0.21,0.52,0.95,0.33,0.19,0.58,0.0,0.8,1.0,0.52,0.87,0.06
