,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,1.0,20.0,5.0,10.0,5.0,3.0,4.0,0.0,21.0,0.0,0.0,1.0,1.0
bscwweasel.csv,0.0,142.0,3.0,0.0,1.0,186.0,2.0,116.0,0.0,0.0,205.0,70.0,0.0
capcode.csv,199.0,12.0,3.0,24.0,65.0,0.0,0.0,3.0,5.0,2.0,0.0,2.0,1.0
emite.csv,3.0,22.0,4.0,3.0,1.0,0.0,3.0,7.0,0.0,14.0,40.0,0.0,0.0
extprosys.csv,1.0,13.0,2.0,49.0,12.0,1.0,0.0,5.0,6.0,13.0,56.0,3.0,3.0
lamp.csv,199.0,0.0,0.0,2.0,4.0,1.0,2.0,6.0,2.0,74.0,0.0,70.0,0.0
retromenu.csv,0.0,142.0,0.0,1.0,0.0,1.0,6.0,3.0,1.0,0.0,1.0,70.0,0.0
smbopensoft.csv,0.0,14.0,7.0,8.0,1.0,6.0,13.0,2.0,5.0,5.0,7.0,1.0,1.0
snakeyaml.csv,0.0,13.0,2.0,41.0,11.0,0.0,3.0,5.0,6.0,13.0,0.0,3.0,3.0
stuproa-cims.csv,1.0,4.0,0.0,15.0,12.0,2.0,7.0,5.0,0.0,6.0,86.0,4.0,2.0
ta3d.csv,1.0,23.0,2.0,11.0,8.0,2.0,13.0,3.0,1.0,4.0,65.0,5.0,0.0
thout.csv,0.0,13.0,0.0,33.0,8.0,2.0,6.0,16.0,10.0,10.0,5.0,3.0,3.0
vrjuggler.csv,1.0,9.0,2.0,49.0,6.0,2.0,0.0,116.0,6.0,0.0,57.0,3.0,1.0
