,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.02,0.46,0.54,0.44,0.63,0.16,0.46,0.96,0.16,0.47,0.53,0.44,0.41
bscwweasel.csv,0.01,0.0,0.11,0.83,0.12,0.0,0.29,0.0,0.11,0.07,0.0,0.0,0.07
capcode.csv,0.0,0.25,0.06,0.24,0.0,0.07,0.93,0.22,0.19,0.07,0.09,0.16,0.11
emite.csv,0.45,0.6,0.64,0.34,0.72,0.46,0.59,0.61,0.33,0.13,0.69,0.92,0.61
extprosys.csv,0.49,0.41,0.27,0.05,0.42,0.97,0.24,0.21,0.24,0.54,0.46,0.36,0.36
lamp.csv,0.0,1.0,0.11,0.18,0.12,0.05,0.2,0.36,0.02,0.0,0.26,0.0,0.17
retromenu.csv,0.16,0.0,0.35,0.24,0.96,0.02,0.29,0.4,0.13,0.15,0.26,0.0,0.2
smbopensoft.csv,0.96,0.58,0.61,0.53,0.73,0.11,0.36,0.06,0.37,0.7,0.55,0.46,0.26
snakeyaml.csv,0.07,0.3,0.55,0.23,0.54,0.18,0.53,0.47,0.33,0.22,0.97,0.57,0.46
stuproa-cims.csv,0.58,0.49,0.5,0.6,0.38,0.35,0.45,0.0,0.88,0.63,0.44,0.46,0.24
ta3d.csv,0.24,0.57,0.39,0.67,0.56,0.51,0.61,0.13,0.51,0.54,0.37,0.59,0.96
thout.csv,0.01,0.45,0.93,0.28,0.54,0.2,0.45,0.59,0.4,0.14,0.46,0.35,0.42
vrjuggler.csv,0.24,0.24,0.52,0.38,0.35,0.22,0.48,0.0,0.49,1.0,0.5,0.52,0.07
