,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.0,0.02,0.97,0.0,0.0
k3b.csv,0.51,0.71,0.41,0.72,0.98
myfaces.csv,0.36,0.09,0.33,0.9,0.17
robocode.csv,0.97,0.73,0.59,0.69,0.65
zildo.csv,0.39,1.0,0.38,0.47,0.64
