,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,1.0,0.98,0.04,1.0,1.0
k3b.csv,0.63,0.37,0.69,0.39,0.02
myfaces.csv,0.91,0.98,0.91,0.13,0.96
robocode.csv,0.04,0.45,0.61,0.53,0.49
zildo.csv,0.69,0.0,0.69,0.66,0.45
