,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.95,0.97,0.98,0.76,0.98,0.0,1.0,0.78,0.95,0.96,0.91,1.0,0.99,0.98,0.98,1.0,0.87
codeblocks.csv,0.91,0.65,0.0,0.56,0.67,0.66,0.77,0.81,0.62,0.79,0.59,0.82,0.87,0.74,0.96,0.95,0.92
ctrlr.csv,0.93,1.0,0.9,0.78,0.95,0.92,0.1,0.82,0.99,0.65,0.94,0.97,0.98,0.95,0.93,0.64,0.87
free-evolution.csv,0.76,0.95,0.75,0.76,0.86,0.67,0.96,0.8,0.9,0.93,0.15,0.68,0.62,0.83,0.89,0.72,0.87
fulguro.csv,0.95,0.87,0.95,1.0,0.83,0.78,0.95,0.94,1.0,1.0,1.0,1.0,0.99,0.98,0.97,0.18,0.88
gisgraphy.csv,0.72,0.98,0.74,0.61,0.84,0.79,0.91,0.83,0.75,0.64,0.64,0.69,0.85,0.95,0.88,0.68,0.0
ipfire-wall.csv,0.7,0.8,0.88,0.92,0.81,0.7,0.7,0.0,0.85,0.66,0.76,0.88,0.77,0.82,0.74,0.68,0.88
jruby.csv,0.79,0.67,0.5,0.73,0.79,0.74,0.86,0.76,0.86,0.86,0.7,0.9,0.73,0.0,0.92,0.74,0.95
l2j.csv,0.66,0.98,0.75,0.77,0.68,0.76,0.95,0.56,0.64,0.89,0.54,0.65,0.01,0.74,0.76,0.58,0.75
ldview.csv,0.73,0.99,0.87,0.05,0.71,0.81,0.94,0.7,0.66,0.63,0.86,0.74,0.9,0.77,0.85,0.83,0.68
libmesh.csv,0.89,0.84,0.78,0.69,0.96,0.86,0.82,0.93,0.72,0.04,0.88,0.87,0.78,0.8,0.91,0.9,0.8
red5.csv,0.8,0.84,0.69,0.77,0.0,0.8,0.72,0.72,0.49,0.79,0.6,0.62,0.76,0.68,0.79,0.85,0.72
t-2.csv,0.67,0.78,0.91,0.87,0.85,0.86,0.93,0.74,0.04,0.72,0.84,0.91,0.84,0.68,0.82,0.89,0.74
tencompetence.csv,0.69,0.84,0.75,1.0,0.74,0.66,0.99,0.37,0.92,1.0,0.8,0.93,0.82,0.88,0.01,0.7,0.93
vdsf.csv,0.93,0.15,0.97,1.0,1.0,0.97,1.0,0.97,0.75,0.98,0.97,1.0,0.97,0.75,1.0,0.99,0.98
xbrlapi.csv,0.0,0.77,0.82,0.73,0.66,0.85,0.7,0.86,0.86,0.66,0.83,0.71,0.8,0.78,0.69,1.0,0.73
xcf.csv,0.73,1.0,0.86,0.78,0.64,0.79,0.85,0.67,0.75,0.83,0.76,0.0,0.71,0.69,0.84,0.83,0.8
