,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.67,0.43,1.0,0.71,1.0,1.0,0.0,0.57,0.05,1.0,0.27,0.0,1.0,1.0,0.4,0.0,0.43
codeblocks.csv,0.5,0.11,1.0,0.47,0.75,0.23,0.23,0.38,0.2,0.39,0.31,0.75,0.86,0.87,0.54,0.13,0.25
ctrlr.csv,0.6,0.0,0.92,0.45,1.0,0.15,0.95,0.29,0.5,0.5,0.5,0.5,0.62,0.88,0.86,0.33,0.5
free-evolution.csv,0.5,0.09,0.74,0.33,0.75,0.22,0.17,0.28,0.17,0.25,1.0,0.69,0.88,1.0,0.6,0.13,0.5
fulguro.csv,1.0,0.4,0.86,0.0,0.67,0.29,0.2,1.0,0.0,0.0,0.0,0.0,0.33,1.0,0.46,1.0,0.3
gisgraphy.csv,0.62,0.5,0.73,0.45,0.7,0.23,0.29,0.26,0.16,0.41,0.27,0.54,0.68,0.86,0.51,0.14,1.0
ipfire-wall.csv,0.64,0.15,0.93,0.22,0.55,0.3,0.3,1.0,0.11,0.39,0.29,0.42,0.85,0.92,0.62,0.14,0.2
jruby.csv,0.46,0.1,0.85,0.5,0.58,0.19,0.18,0.33,0.12,0.26,0.24,0.4,0.71,1.0,0.6,0.12,0.12
l2j.csv,0.54,0.09,0.76,0.32,0.62,0.2,0.1,0.42,0.14,0.24,0.33,0.58,1.0,0.86,0.61,0.16,0.29
ldview.csv,0.67,0.08,0.8,0.95,0.6,0.67,0.12,0.43,0.15,0.42,0.17,0.56,0.8,0.88,0.65,0.17,0.33
libmesh.csv,0.4,0.06,0.87,0.5,0.33,0.25,0.31,0.17,0.14,0.96,0.15,0.4,0.69,0.96,0.46,0.07,0.36
red5.csv,0.46,0.1,0.83,0.32,1.0,0.21,0.26,0.33,0.2,0.4,0.37,0.64,0.81,0.89,0.63,0.1,0.31
t-2.csv,0.54,0.08,0.7,0.34,0.57,0.19,0.25,0.31,0.99,0.42,0.21,0.41,0.7,0.88,0.65,0.12,0.31
tencompetence.csv,0.53,0.06,0.84,0.0,0.61,0.23,0.08,0.67,0.06,0.16,0.32,0.29,0.69,0.84,1.0,0.15,0.18
vdsf.csv,0.52,0.95,0.75,0.36,0.58,0.21,0.26,0.32,0.12,0.36,0.23,0.49,0.72,0.89,0.64,0.12,0.31
xbrlapi.csv,1.0,0.08,0.67,0.36,0.64,0.14,0.27,0.27,0.08,0.42,0.21,0.58,0.66,0.85,0.66,0.0,0.37
xcf.csv,0.53,0.09,0.72,0.38,0.64,0.21,0.22,0.35,0.11,0.31,0.23,1.0,0.8,0.88,0.55,0.09,0.31
