,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.12,0.33,0.7,0.57,0.13,0.65,0.47
glelite.csv,0.45,0.19,0.71,0.59,0.78,0.38,0.98
moving-pictures.csv,0.44,0.19,0.07,0.63,0.15,0.33,0.4
plearn.csv,0.55,0.08,0.03,0.5,0.45,0.24,0.61
re2c.csv,0.34,0.92,0.43,0.58,0.48,0.52,0.51
rebecca-aiml.csv,0.43,0.26,0.68,0.63,0.67,0.78,0.7
xfce.csv,0.48,0.08,0.57,0.52,0.76,0.42,0.82
